pathway,n_hits,set_size,odds_ratio,pval,hit_names,padj,pathway_source,analysis,direction,top_n
Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS) (Reactome),1,6,4.10418051676171,0.2548575461056185,Adenosine,0.5098295380427743,Reactome,Factor2 top 25 |weight| (all),all,25
Disorders of fructose metabolism (WikiPathways),1,6,4.10418051676171,0.2548575461056185,Pyruvic Acid,0.5098295380427743,WikiPathways,Factor2 top 25 |weight| (all),all,25
Glycine metabolism (WikiPathways),1,6,4.10418051676171,0.2548575461056185,Pyruvic Acid,0.5098295380427743,WikiPathways,Factor2 top 25 |weight| (all),all,25
HIF1A and PPARG in cardiac hypertropthy (WikiPathways),1,6,4.10418051676171,0.2548575461056185,Pyruvic Acid,0.5098295380427743,WikiPathways,Factor2 top 25 |weight| (all),all,25
Hereditary leiomyomatosis and renal cell carcinoma pathway (WikiPathways),1,6,4.10418051676171,0.2548575461056185,Pyruvic Acid,0.5098295380427743,WikiPathways,Factor2 top 25 |weight| (all),all,25
Organic anion transporters (Reactome),1,6,4.10418051676171,0.2548575461056185,Pyruvic Acid,0.5098295380427743,Reactome,Factor2 top 25 |weight| (all),all,25
Phospholipid Biosynthesis (KEGG),1,6,4.10418051676171,0.2548575461056185,1-Palmitoyl-Sn-Glycero-3-Phosphocholine,0.5098295380427743,KEGG,Factor2 top 25 |weight| (all),all,25
Sialic acid metabolism (Reactome),1,6,4.10418051676171,0.2548575461056185,Pyruvic Acid,0.5098295380427743,Reactome,Factor2 top 25 |weight| (all),all,25
Warburg effect modulated by deubiquitinating enzymes and their substrates (WikiPathways),1,6,4.10418051676171,0.2548575461056185,Pyruvic Acid,0.5098295380427743,WikiPathways,Factor2 top 25 |weight| (all),all,25
tRNA modification in the nucleus and cytosol (Reactome),1,6,4.10418051676171,0.2548575461056185,Pyruvic Acid,0.5098295380427743,Reactome,Factor2 top 25 |weight| (all),all,25
Amino acid metabolism pathway excerpt: histidine catabolism extension (WikiPathways),1,7,3.4166003690270905,0.2907507278924383,Pyruvic Acid,0.5098295380427743,WikiPathways,Factor2 top 25 |weight| (all),all,25
Aspirin ADME (Reactome),1,7,3.4166003690270905,0.2907507278924383,Pyruvic Acid,0.5098295380427743,Reactome,Factor2 top 25 |weight| (all),all,25
Diseases of nucleotide metabolism (Reactome),1,7,3.4166003690270905,0.2907507278924383,Adenosine,0.5098295380427743,Reactome,Factor2 top 25 |weight| (all),all,25
Glycolysis (Reactome),1,7,3.4166003690270905,0.2907507278924383,Pyruvic Acid,0.5098295380427743,Reactome,Factor2 top 25 |weight| (all),all,25
Lactate shuttle in glial cells (WikiPathways),1,7,3.4166003690270905,0.2907507278924383,Pyruvic Acid,0.5098295380427743,WikiPathways,Factor2 top 25 |weight| (all),all,25
Metabolic reprogramming in pancreatic cancer (WikiPathways),1,7,3.4166003690270905,0.2907507278924383,Pyruvic Acid,0.5098295380427743,WikiPathways,Factor2 top 25 |weight| (all),all,25
Nicotinate metabolism (Reactome),1,7,3.4166003690270905,0.2907507278924383,Pyruvic Acid,0.5098295380427743,Reactome,Factor2 top 25 |weight| (all),all,25
Selenocompound metabolism (KEGG),1,7,3.4166003690270905,0.2907507278924383,Adenosine,0.5098295380427743,KEGG,Factor2 top 25 |weight| (all),all,25
Serine metabolism (WikiPathways),1,7,3.4166003690270905,0.2907507278924383,Pyruvic Acid,0.5098295380427743,WikiPathways,Factor2 top 25 |weight| (all),all,25
T cell modulation in pancreatic cancer (WikiPathways),1,7,3.4166003690270905,0.2907507278924383,Adenosine,0.5098295380427743,WikiPathways,Factor2 top 25 |weight| (all),all,25
Aerobic glycolysis (WikiPathways),1,8,2.924811584030957,0.3249809051177066,Pyruvic Acid,0.5098295380427743,WikiPathways,Factor2 top 25 |weight| (all),all,25
Gluconeogenesis (Reactome),1,8,2.924811584030957,0.3249809051177066,Pyruvic Acid,0.5098295380427743,Reactome,Factor2 top 25 |weight| (all),all,25
Glyoxylate metabolism (WikiPathways),1,8,2.924811584030957,0.3249809051177066,Pyruvic Acid,0.5098295380427743,WikiPathways,Factor2 top 25 |weight| (all),all,25
Glyoxylate metabolism and glycine degradation (Reactome),1,8,2.924811584030957,0.3249809051177066,Pyruvic Acid,0.5098295380427743,Reactome,Factor2 top 25 |weight| (all),all,25
Methionine metabolism leading to sulfur amino acids and related disorders (WikiPathways),1,8,2.924811584030957,0.3249809051177066,Adenosine,0.5098295380427743,WikiPathways,Factor2 top 25 |weight| (all),all,25
Thiamine metabolic pathways (WikiPathways),1,8,2.924811584030957,0.3249809051177066,Pyruvic Acid,0.5098295380427743,WikiPathways,Factor2 top 25 |weight| (all),all,25
Trans-sulfuration pathway (WikiPathways),1,8,2.924811584030957,0.3249809051177066,Pyruvic Acid,0.5098295380427743,WikiPathways,Factor2 top 25 |weight| (all),all,25
Tyrosine metabolism (KEGG),1,8,2.924811584030957,0.3249809051177066,Dehydroascorbic Acid,0.5098295380427743,KEGG,Factor2 top 25 |weight| (all),all,25
Nucleotide catabolism (Reactome),2,26,1.7223994453682934,0.3548938544366642,Adenosine;Pyruvic Acid,0.5098295380427743,Reactome,Factor2 top 25 |weight| (all),all,25
Amino acid metabolism in triple-negative breast cancer cells (WikiPathways),1,9,2.55546545831786,0.35762206057623147,Pyruvic Acid,0.5098295380427743,WikiPathways,Factor2 top 25 |weight| (all),all,25
Citric Acid Cycle (KEGG),1,9,2.55546545831786,0.35762206057623147,Pyruvic Acid,0.5098295380427743,KEGG,Factor2 top 25 |weight| (all),all,25
Cori cycle (WikiPathways),1,9,2.55546545831786,0.35762206057623147,Pyruvic Acid,0.5098295380427743,WikiPathways,Factor2 top 25 |weight| (all),all,25
Degradation of cysteine and homocysteine (Reactome),1,9,2.55546545831786,0.35762206057623147,Pyruvic Acid,0.5098295380427743,Reactome,Factor2 top 25 |weight| (all),all,25
Glycolysis and gluconeogenesis (WikiPathways),1,9,2.55546545831786,0.35762206057623147,Pyruvic Acid,0.5098295380427743,WikiPathways,Factor2 top 25 |weight| (all),all,25
Phenylalanine and tyrosine metabolism (Reactome),1,9,2.55546545831786,0.35762206057623147,Pyruvic Acid,0.5098295380427743,Reactome,Factor2 top 25 |weight| (all),all,25
Purinergic signaling (WikiPathways),1,9,2.55546545831786,0.35762206057623147,Adenosine,0.5098295380427743,WikiPathways,Factor2 top 25 |weight| (all),all,25
Pyrimidine catabolism (Reactome),1,9,2.55546545831786,0.35762206057623147,Pyruvic Acid,0.5098295380427743,Reactome,Factor2 top 25 |weight| (all),all,25
Pyruvate metabolism (KEGG),1,9,2.55546545831786,0.35762206057623147,Pyruvic Acid,0.5098295380427743,KEGG,Factor2 top 25 |weight| (all),all,25
16p11.2 proximal deletion syndrome (WikiPathways),1,10,2.268077301597373,0.38874502275761547,1-Palmitoyl-Sn-Glycero-3-Phosphocholine,0.5098295380427743,WikiPathways,Factor2 top 25 |weight| (all),all,25
Alanine and aspartate metabolism (WikiPathways),1,10,2.268077301597373,0.38874502275761547,Pyruvic Acid,0.5098295380427743,WikiPathways,Factor2 top 25 |weight| (all),all,25
GABA metabolism (aka GHB) (WikiPathways),1,10,2.268077301597373,0.38874502275761547,N-Acetylputrescine,0.5098295380427743,WikiPathways,Factor2 top 25 |weight| (all),all,25
Glucose metabolism (Reactome),1,10,2.268077301597373,0.38874502275761547,Pyruvic Acid,0.5098295380427743,Reactome,Factor2 top 25 |weight| (all),all,25
Glutamate and glutamine metabolism (Reactome),1,10,2.268077301597373,0.38874502275761547,Pyruvic Acid,0.5098295380427743,Reactome,Factor2 top 25 |weight| (all),all,25
Krebs cycle disorders (WikiPathways),1,10,2.268077301597373,0.38874502275761547,Pyruvic Acid,0.5098295380427743,WikiPathways,Factor2 top 25 |weight| (all),all,25
Purine salvage (Reactome),1,10,2.268077301597373,0.38874502275761547,Adenosine,0.5098295380427743,Reactome,Factor2 top 25 |weight| (all),all,25
Pyruvate metabolism (Reactome),1,10,2.268077301597373,0.38874502275761547,Pyruvic Acid,0.5098295380427743,Reactome,Factor2 top 25 |weight| (all),all,25
Modified nucleosides derived from tRNA as urinary cancer markers (WikiPathways),1,11,2.0378731182601384,0.41841759446841076,Adenosine,0.5398936702818203,WikiPathways,Factor2 top 25 |weight| (all),all,25
Aerobic glycolysis - augmented (WikiPathways),1,12,1.849517841989375,0.4467046764495193,Pyruvic Acid,0.5414602138782052,WikiPathways,Factor2 top 25 |weight| (all),all,25
Nitrogen metabolism (KEGG),1,12,1.849517841989375,0.4467046764495193,Pyruvic Acid,0.5414602138782052,KEGG,Factor2 top 25 |weight| (all),all,25
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane (Reactome),1,12,1.849517841989375,0.4467046764495193,Adenosine,0.5414602138782052,Reactome,Factor2 top 25 |weight| (all),all,25
Tryptophan catabolism (Reactome),1,12,1.849517841989375,0.4467046764495193,Pyruvic Acid,0.5414602138782052,Reactome,Factor2 top 25 |weight| (all),all,25
Metabolic pathways of fibroblasts (WikiPathways),1,13,1.692299244502527,0.4736683861742017,Pyruvic Acid,0.5491807375932773,WikiPathways,Factor2 top 25 |weight| (all),all,25
Purine catabolism (Reactome),1,13,1.692299244502527,0.4736683861742017,Adenosine,0.5491807375932773,Reactome,Factor2 top 25 |weight| (all),all,25
Urea cycle and associated pathways (WikiPathways),1,13,1.692299244502527,0.4736683861742017,Pyruvic Acid,0.5491807375932773,WikiPathways,Factor2 top 25 |weight| (all),all,25
Metabolic reprogramming in colon cancer (WikiPathways),1,14,1.5592758537732878,0.4993681720055396,Pyruvic Acid,0.5707064822920452,WikiPathways,Factor2 top 25 |weight| (all),all,25
Arginine and proline metabolism (KEGG),1,15,1.445222247489399,0.5238609228858946,Pyruvic Acid,0.5820676920954384,KEGG,Factor2 top 25 |weight| (all),all,25
Synthesis of substrates in N-glycan biosythesis (Reactome),1,15,1.445222247489399,0.5238609228858946,Pyruvic Acid,0.5820676920954384,Reactome,Factor2 top 25 |weight| (all),all,25
Amino Sugar Metabolism (KEGG),1,16,1.3463449578158748,0.5472010737248214,Pyruvic Acid,0.5836811453064762,KEGG,Factor2 top 25 |weight| (all),all,25
Glucose homeostasis (WikiPathways),1,16,1.3463449578158748,0.5472010737248214,Pyruvic Acid,0.5836811453064762,WikiPathways,Factor2 top 25 |weight| (all),all,25
Nucleotide salvage (Reactome),1,16,1.3463449578158748,0.5472010737248214,Adenosine,0.5836811453064762,Reactome,Factor2 top 25 |weight| (all),all,25
Purine metabolism (WikiPathways),1,17,1.259802193398244,0.5694407066459989,Adenosine,0.599411270153683,WikiPathways,Factor2 top 25 |weight| (all),all,25
Metabolism overview (WikiPathways),1,18,1.1834138133101293,0.5906296482480663,Pyruvic Acid,0.6136411929850039,WikiPathways,Factor2 top 25 |weight| (all),all,25
"Transport of vitamins, nucleosides, and related molecules (Reactome)",1,20,1.0547360136545196,0.6300440431162467,Adenosine,0.6461990185807658,Reactome,Factor2 top 25 |weight| (all),all,25
Purine metabolism and related disorders (WikiPathways),1,22,0.9504859390589914,0.6658012195241529,Adenosine,0.6742290830624335,WikiPathways,Factor2 top 25 |weight| (all),all,25
"Alanine, aspartate and glutamate metabolism (KEGG)",1,23,0.9054638844727889,0.6824114968837875,Pyruvic Acid,0.6824114968837875,KEGG,Factor2 top 25 |weight| (all),all,25
Glycolysis in senescence (WikiPathways),1,5,12.532284821385307,0.10083164155695867,Pyruvic Acid,0.27677369768338045,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
Nicotinamide salvaging (Reactome),1,5,12.532284821385307,0.10083164155695867,Pyruvic Acid,0.27677369768338045,Reactome,Factor2 top 25 |weight| (positive),positive,25
Phenylalanine metabolism (Reactome),1,5,12.532284821385307,0.10083164155695867,Pyruvic Acid,0.27677369768338045,Reactome,Factor2 top 25 |weight| (positive),positive,25
Serine biosynthesis (Reactome),1,5,12.532284821385307,0.10083164155695867,Pyruvic Acid,0.27677369768338045,Reactome,Factor2 top 25 |weight| (positive),positive,25
Synthesis of wybutosine at G37 of tRNA(Phe) (Reactome),1,5,12.532284821385307,0.10083164155695867,Pyruvic Acid,0.27677369768338045,Reactome,Factor2 top 25 |weight| (positive),positive,25
Acetylcholine synthesis (WikiPathways),1,6,10.03829567148838,0.1198525106778695,Pyruvic Acid,0.27677369768338045,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
Disorders of fructose metabolism (WikiPathways),1,6,10.03829567148838,0.1198525106778695,Pyruvic Acid,0.27677369768338045,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
Glycine metabolism (WikiPathways),1,6,10.03829567148838,0.1198525106778695,Pyruvic Acid,0.27677369768338045,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
HIF1A and PPARG in cardiac hypertropthy (WikiPathways),1,6,10.03829567148838,0.1198525106778695,Pyruvic Acid,0.27677369768338045,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
Hereditary leiomyomatosis and renal cell carcinoma pathway (WikiPathways),1,6,10.03829567148838,0.1198525106778695,Pyruvic Acid,0.27677369768338045,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
Organic anion transporters (Reactome),1,6,10.03829567148838,0.1198525106778695,Pyruvic Acid,0.27677369768338045,Reactome,Factor2 top 25 |weight| (positive),positive,25
Sialic acid metabolism (Reactome),1,6,10.03829567148838,0.1198525106778695,Pyruvic Acid,0.27677369768338045,Reactome,Factor2 top 25 |weight| (positive),positive,25
Warburg effect modulated by deubiquitinating enzymes and their substrates (WikiPathways),1,6,10.03829567148838,0.1198525106778695,Pyruvic Acid,0.27677369768338045,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
tRNA modification in the nucleus and cytosol (Reactome),1,6,10.03829567148838,0.1198525106778695,Pyruvic Acid,0.27677369768338045,Reactome,Factor2 top 25 |weight| (positive),positive,25
Amino acid metabolism pathway excerpt: histidine catabolism extension (WikiPathways),1,7,8.368881867441374,0.13850688906427322,Pyruvic Acid,0.27677369768338045,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
Aspirin ADME (Reactome),1,7,8.368881867441374,0.13850688906427322,Pyruvic Acid,0.27677369768338045,Reactome,Factor2 top 25 |weight| (positive),positive,25
Glycolysis (Reactome),1,7,8.368881867441374,0.13850688906427322,Pyruvic Acid,0.27677369768338045,Reactome,Factor2 top 25 |weight| (positive),positive,25
Lactate shuttle in glial cells (WikiPathways),1,7,8.368881867441374,0.13850688906427322,Pyruvic Acid,0.27677369768338045,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
Metabolic reprogramming in pancreatic cancer (WikiPathways),1,7,8.368881867441374,0.13850688906427322,Pyruvic Acid,0.27677369768338045,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
Nicotinate metabolism (Reactome),1,7,8.368881867441374,0.13850688906427322,Pyruvic Acid,0.27677369768338045,Reactome,Factor2 top 25 |weight| (positive),positive,25
Serine metabolism (WikiPathways),1,7,8.368881867441374,0.13850688906427322,Pyruvic Acid,0.27677369768338045,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
Aerobic glycolysis (WikiPathways),1,8,7.17282314471852,0.1568011443158035,Pyruvic Acid,0.27677369768338045,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
Gluconeogenesis (Reactome),1,8,7.17282314471852,0.1568011443158035,Pyruvic Acid,0.27677369768338045,Reactome,Factor2 top 25 |weight| (positive),positive,25
Glyoxylate metabolism (WikiPathways),1,8,7.17282314471852,0.1568011443158035,Pyruvic Acid,0.27677369768338045,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
Glyoxylate metabolism and glycine degradation (Reactome),1,8,7.17282314471852,0.1568011443158035,Pyruvic Acid,0.27677369768338045,Reactome,Factor2 top 25 |weight| (positive),positive,25
Thiamine metabolic pathways (WikiPathways),1,8,7.17282314471852,0.1568011443158035,Pyruvic Acid,0.27677369768338045,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
Trans-sulfuration pathway (WikiPathways),1,8,7.17282314471852,0.1568011443158035,Pyruvic Acid,0.27677369768338045,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
Amino acid metabolism in triple-negative breast cancer cells (WikiPathways),1,9,6.270796128561701,0.1747415455005742,Pyruvic Acid,0.27677369768338045,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
Citric Acid Cycle (KEGG),1,9,6.270796128561701,0.1747415455005742,Pyruvic Acid,0.27677369768338045,KEGG,Factor2 top 25 |weight| (positive),positive,25
Cori cycle (WikiPathways),1,9,6.270796128561701,0.1747415455005742,Pyruvic Acid,0.27677369768338045,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
Degradation of cysteine and homocysteine (Reactome),1,9,6.270796128561701,0.1747415455005742,Pyruvic Acid,0.27677369768338045,Reactome,Factor2 top 25 |weight| (positive),positive,25
Glycolysis and gluconeogenesis (WikiPathways),1,9,6.270796128561701,0.1747415455005742,Pyruvic Acid,0.27677369768338045,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
Phenylalanine and tyrosine metabolism (Reactome),1,9,6.270796128561701,0.1747415455005742,Pyruvic Acid,0.27677369768338045,Reactome,Factor2 top 25 |weight| (positive),positive,25
Pyrimidine catabolism (Reactome),1,9,6.270796128561701,0.1747415455005742,Pyruvic Acid,0.27677369768338045,Reactome,Factor2 top 25 |weight| (positive),positive,25
Pyruvate metabolism (KEGG),1,9,6.270796128561701,0.1747415455005742,Pyruvic Acid,0.27677369768338045,KEGG,Factor2 top 25 |weight| (positive),positive,25
Alanine and aspartate metabolism (WikiPathways),1,10,5.569066572838951,0.19233426449184066,Pyruvic Acid,0.27677369768338045,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
GABA metabolism (aka GHB) (WikiPathways),1,10,5.569066572838951,0.19233426449184066,N-Acetylputrescine,0.27677369768338045,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
Glucose metabolism (Reactome),1,10,5.569066572838951,0.19233426449184066,Pyruvic Acid,0.27677369768338045,Reactome,Factor2 top 25 |weight| (positive),positive,25
Glutamate and glutamine metabolism (Reactome),1,10,5.569066572838951,0.19233426449184066,Pyruvic Acid,0.27677369768338045,Reactome,Factor2 top 25 |weight| (positive),positive,25
Krebs cycle disorders (WikiPathways),1,10,5.569066572838951,0.19233426449184066,Pyruvic Acid,0.27677369768338045,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
Pyruvate metabolism (Reactome),1,10,5.569066572838951,0.19233426449184066,Pyruvic Acid,0.27677369768338045,Reactome,Factor2 top 25 |weight| (positive),positive,25
"Metabolism of ingested SeMet, Sec, MeSec into H2Se (Reactome)",1,11,5.006382517492574,0.20958537728910231,Pyruvic Acid,0.2905119794370109,Reactome,Factor2 top 25 |weight| (positive),positive,25
Aerobic glycolysis - augmented (WikiPathways),1,12,4.545070606755205,0.22650086532377123,Pyruvic Acid,0.2905119794370109,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
Methionine de novo and salvage pathway (WikiPathways),1,12,4.545070606755205,0.22650086532377123,Pyruvic Acid,0.2905119794370109,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
Nitrogen metabolism (KEGG),1,12,4.545070606755205,0.22650086532377123,Pyruvic Acid,0.2905119794370109,KEGG,Factor2 top 25 |weight| (positive),positive,25
Tryptophan catabolism (Reactome),1,12,4.545070606755205,0.22650086532377123,Pyruvic Acid,0.2905119794370109,Reactome,Factor2 top 25 |weight| (positive),positive,25
Cysteine and methionine catabolism (WikiPathways),1,13,4.160971514795637,0.24308661674957743,Pyruvic Acid,0.2926961303719402,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
Metabolic pathways of fibroblasts (WikiPathways),1,13,4.160971514795637,0.24308661674957743,Pyruvic Acid,0.2926961303719402,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
Urea cycle and associated pathways (WikiPathways),1,13,4.160971514795637,0.24308661674957743,Pyruvic Acid,0.2926961303719402,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
Metabolic reprogramming in colon cancer (WikiPathways),1,14,3.8353695302266115,0.2593484277178484,Pyruvic Acid,0.3000305340265305,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
Sulfur amino acid metabolism (Reactome),1,14,3.8353695302266115,0.2593484277178484,Pyruvic Acid,0.3000305340265305,Reactome,Factor2 top 25 |weight| (positive),positive,25
Arginine and proline metabolism (KEGG),1,15,3.555603677970691,0.27529200363781636,Pyruvic Acid,0.3064571361251163,KEGG,Factor2 top 25 |weight| (positive),positive,25
Synthesis of substrates in N-glycan biosythesis (Reactome),1,15,3.555603677970691,0.27529200363781636,Pyruvic Acid,0.3064571361251163,Reactome,Factor2 top 25 |weight| (positive),positive,25
Amino Sugar Metabolism (KEGG),1,16,3.3133795878393077,0.290922960422099,Pyruvic Acid,0.31208099390734256,KEGG,Factor2 top 25 |weight| (positive),positive,25
Glucose homeostasis (WikiPathways),1,16,3.3133795878393077,0.290922960422099,Pyruvic Acid,0.31208099390734256,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
Methionine Metabolism (KEGG),1,17,3.1011423977905532,0.3062468257174954,Pyruvic Acid,0.32265290566664695,KEGG,Factor2 top 25 |weight| (positive),positive,25
Metabolism overview (WikiPathways),1,18,2.9137685643825844,0.3212690401212508,Pyruvic Acid,0.33254163802024206,WikiPathways,Factor2 top 25 |weight| (positive),positive,25
"Alanine, aspartate and glutamate metabolism (KEGG)",1,23,2.2314674492877584,0.39203982644330315,Pyruvic Acid,0.39879913379577386,KEGG,Factor2 top 25 |weight| (positive),positive,25
Nucleotide catabolism (Reactome),1,26,1.9526672145727269,0.4312124073901059,Pyruvic Acid,0.4312124073901059,Reactome,Factor2 top 25 |weight| (positive),positive,25
15q25 copy number variation (WikiPathways),1,5,9.623036231394673,0.1268677600178496,Adenosine,0.4038983858058731,WikiPathways,Factor2 top 25 |weight| (negative),negative,25
Abacavir ADME (Reactome),1,5,9.623036231394673,0.1268677600178496,Adenosine,0.4038983858058731,Reactome,Factor2 top 25 |weight| (negative),negative,25
Abacavir metabolism (Reactome),1,5,9.623036231394673,0.1268677600178496,Adenosine,0.4038983858058731,Reactome,Factor2 top 25 |weight| (negative),negative,25
Nucleotide salvage defects (Reactome),1,5,9.623036231394673,0.1268677600178496,Adenosine,0.4038983858058731,Reactome,Factor2 top 25 |weight| (negative),negative,25
Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS) (Reactome),1,6,7.704151122461318,0.15037516647890747,Adenosine,0.4038983858058731,Reactome,Factor2 top 25 |weight| (negative),negative,25
Phospholipid Biosynthesis (KEGG),1,6,7.704151122461318,0.15037516647890747,1-Palmitoyl-Sn-Glycero-3-Phosphocholine,0.4038983858058731,KEGG,Factor2 top 25 |weight| (negative),negative,25
Diseases of nucleotide metabolism (Reactome),1,7,6.418071837639076,0.17329375543708736,Adenosine,0.4038983858058731,Reactome,Factor2 top 25 |weight| (negative),negative,25
Selenocompound metabolism (KEGG),1,7,6.418071837639076,0.17329375543708736,Adenosine,0.4038983858058731,KEGG,Factor2 top 25 |weight| (negative),negative,25
T cell modulation in pancreatic cancer (WikiPathways),1,7,6.418071837639076,0.17329375543708736,Adenosine,0.4038983858058731,WikiPathways,Factor2 top 25 |weight| (negative),negative,25
Methionine metabolism leading to sulfur amino acids and related disorders (WikiPathways),1,8,5.497242885560095,0.1956371674523013,Adenosine,0.4038983858058731,WikiPathways,Factor2 top 25 |weight| (negative),negative,25
Tyrosine metabolism (KEGG),1,8,5.497242885560095,0.1956371674523013,Dehydroascorbic Acid,0.4038983858058731,KEGG,Factor2 top 25 |weight| (negative),negative,25
Purinergic signaling (WikiPathways),1,9,4.806128965208444,0.2174187528597824,Adenosine,0.4038983858058731,WikiPathways,Factor2 top 25 |weight| (negative),negative,25
16p11.2 proximal deletion syndrome (WikiPathways),1,10,4.267538007493433,0.23865157739459453,1-Palmitoyl-Sn-Glycero-3-Phosphocholine,0.4038983858058731,WikiPathways,Factor2 top 25 |weight| (negative),negative,25
Purine salvage (Reactome),1,10,4.267538007493433,0.23865157739459453,Adenosine,0.4038983858058731,Reactome,Factor2 top 25 |weight| (negative),negative,25
"Metabolism of ingested SeMet, Sec, MeSec into H2Se (Reactome)",1,11,3.8353695302266124,0.2593484277178483,Adenosine,0.4038983858058731,Reactome,Factor2 top 25 |weight| (negative),negative,25
Modified nucleosides derived from tRNA as urinary cancer markers (WikiPathways),1,11,3.8353695302266124,0.2593484277178483,Adenosine,0.4038983858058731,WikiPathways,Factor2 top 25 |weight| (negative),negative,25
Methionine de novo and salvage pathway (WikiPathways),1,12,3.481568701167074,0.27952181684615596,Adenosine,0.4038983858058731,WikiPathways,Factor2 top 25 |weight| (negative),negative,25
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane (Reactome),1,12,3.481568701167074,0.27952181684615596,Adenosine,0.4038983858058731,Reactome,Factor2 top 25 |weight| (negative),negative,25
Cysteine and methionine catabolism (WikiPathways),1,13,3.1865676799858185,0.2991839894858319,Adenosine,0.4038983858058731,WikiPathways,Factor2 top 25 |weight| (negative),negative,25
