gene,n_metabolites,n_cell_types,n_associations,sfari_score,is_sfari,is_hub
DDX11L2,0,0,0,NA,FALSE,FALSE
MIR1302-2HG,0,0,0,NA,FALSE,FALSE
FAM138A,0,0,0,NA,FALSE,FALSE
ENSG00000290826,0,0,0,NA,FALSE,FALSE
OR4F5,0,0,0,NA,FALSE,FALSE
ENSG00000238009,0,0,0,NA,FALSE,FALSE
ENSG00000239945,0,0,0,NA,FALSE,FALSE
ENSG00000239906,0,0,0,NA,FALSE,FALSE
ENSG00000241860,0,0,0,NA,FALSE,FALSE
ENSG00000241599,0,0,0,NA,FALSE,FALSE
ENSG00000286448,0,0,0,NA,FALSE,FALSE
ENSG00000236601,0,0,0,NA,FALSE,FALSE
ENSG00000290385,0,0,0,NA,FALSE,FALSE
OR4F29,0,0,0,NA,FALSE,FALSE
ENSG00000235146,0,0,0,NA,FALSE,FALSE
OR4F16,0,0,0,NA,FALSE,FALSE
ENSG00000291215,0,0,0,NA,FALSE,FALSE
ENSG00000229905,0,0,0,NA,FALSE,FALSE
LINC01409,0,0,0,NA,FALSE,FALSE
ENSG00000290784,0,0,0,NA,FALSE,FALSE
FAM87B,0,0,0,NA,FALSE,FALSE
LINC00115,0,0,0,NA,FALSE,FALSE
LINC01128,0,0,0,NA,FALSE,FALSE
ENSG00000288531,0,0,0,NA,FALSE,FALSE
FAM41C,0,0,0,NA,FALSE,FALSE
ENSG00000272438,0,0,0,NA,FALSE,FALSE
ENSG00000230699,0,0,0,NA,FALSE,FALSE
ENSG00000241180,0,0,0,NA,FALSE,FALSE
LINC02593,0,0,0,NA,FALSE,FALSE
SAMD11,0,0,0,2,TRUE,FALSE
NOC2L,0,0,0,NA,FALSE,FALSE
KLHL17,0,0,0,NA,FALSE,FALSE
PLEKHN1,0,0,0,NA,FALSE,FALSE
PERM1,0,0,0,NA,FALSE,FALSE
ENSG00000272512,0,0,0,NA,FALSE,FALSE
HES4,0,0,0,NA,FALSE,FALSE
ISG15,0,0,0,NA,FALSE,FALSE
ENSG00000224969,0,0,0,NA,FALSE,FALSE
AGRN,0,0,0,NA,FALSE,FALSE
ENSG00000242590,0,0,0,NA,FALSE,FALSE
ENSG00000291156,0,0,0,NA,FALSE,FALSE
ENSG00000273443,0,0,0,NA,FALSE,FALSE
RNF223,0,0,0,NA,FALSE,FALSE
C1orf159,0,0,0,NA,FALSE,FALSE
ENSG00000285812,0,0,0,NA,FALSE,FALSE
LINC01342,0,0,0,NA,FALSE,FALSE
ENSG00000272141,0,0,0,NA,FALSE,FALSE
TTLL10-AS1,0,0,0,NA,FALSE,FALSE
TTLL10,0,0,0,NA,FALSE,FALSE
TNFRSF18,0,0,0,NA,FALSE,FALSE
TNFRSF4,0,0,0,NA,FALSE,FALSE
SDF4,0,0,0,NA,FALSE,FALSE
B3GALT6,0,0,0,NA,FALSE,FALSE
C1QTNF12,0,0,0,NA,FALSE,FALSE
ENSG00000260179,0,0,0,NA,FALSE,FALSE
UBE2J2,0,0,0,NA,FALSE,FALSE
LINC01786,0,0,0,NA,FALSE,FALSE
SCNN1D,0,0,0,NA,FALSE,FALSE
ACAP3,0,0,0,NA,FALSE,FALSE
PUSL1,0,0,0,NA,FALSE,FALSE
INTS11,0,0,0,NA,FALSE,FALSE
ENSG00000240731,0,0,0,NA,FALSE,FALSE
CPTP,0,0,0,NA,FALSE,FALSE
TAS1R3,0,0,0,NA,FALSE,FALSE
DVL1,0,0,0,NA,FALSE,FALSE
MXRA8,0,0,0,NA,FALSE,FALSE
AURKAIP1,0,0,0,NA,FALSE,FALSE
CCNL2,0,0,0,NA,FALSE,FALSE
MRPL20-AS1,0,0,0,NA,FALSE,FALSE
MRPL20,0,0,0,NA,FALSE,FALSE
MRPL20-DT,0,0,0,NA,FALSE,FALSE
ANKRD65,0,0,0,NA,FALSE,FALSE
ANKRD65-AS1,0,0,0,NA,FALSE,FALSE
TMEM88B,0,0,0,NA,FALSE,FALSE
LINC01770,0,0,0,NA,FALSE,FALSE
VWA1,0,0,0,NA,FALSE,FALSE
ATAD3C,0,0,0,NA,FALSE,FALSE
ATAD3B,0,0,0,NA,FALSE,FALSE
ENSG00000290916,0,0,0,NA,FALSE,FALSE
ATAD3A,0,0,0,NA,FALSE,FALSE
TMEM240,0,0,0,NA,FALSE,FALSE
SSU72,0,0,0,NA,FALSE,FALSE
ENSG00000215014,0,0,0,NA,FALSE,FALSE
FNDC10,0,0,0,NA,FALSE,FALSE
ENSG00000286989,0,0,0,NA,FALSE,FALSE
ENSG00000272106,0,0,0,NA,FALSE,FALSE
MIB2,0,0,0,NA,FALSE,FALSE
MMP23B,0,0,0,NA,FALSE,FALSE
CDK11B,0,0,0,NA,FALSE,FALSE
ENSG00000272004,0,0,0,NA,FALSE,FALSE
SLC35E2B,0,0,0,NA,FALSE,FALSE
CDK11A,0,0,0,NA,FALSE,FALSE
ENSG00000290854,0,0,0,NA,FALSE,FALSE
NADK,0,0,0,NA,FALSE,FALSE
GNB1,0,0,0,NA,FALSE,FALSE
GNB1-DT,0,0,0,NA,FALSE,FALSE
CALML6,0,0,0,NA,FALSE,FALSE
TMEM52,0,0,0,NA,FALSE,FALSE
CFAP74,0,0,0,NA,FALSE,FALSE
ENSG00000233542,0,0,0,NA,FALSE,FALSE
GABRD,0,0,0,NA,FALSE,FALSE
PRKCZ-DT,0,0,0,NA,FALSE,FALSE
PRKCZ,0,0,0,NA,FALSE,FALSE
ENSG00000271806,0,0,0,NA,FALSE,FALSE
PRKCZ-AS1,0,0,0,NA,FALSE,FALSE
FAAP20,0,0,0,NA,FALSE,FALSE
ENSG00000234396,0,0,0,NA,FALSE,FALSE
SKI,0,0,0,1,TRUE,FALSE
ENSG00000287356,0,0,0,NA,FALSE,FALSE
MORN1,0,0,0,NA,FALSE,FALSE
ENSG00000272161,0,0,0,NA,FALSE,FALSE
ENSG00000272420,0,0,0,NA,FALSE,FALSE
RER1,0,0,0,NA,FALSE,FALSE
PEX10,0,0,0,NA,FALSE,FALSE
PLCH2,0,0,0,NA,FALSE,FALSE
ENSG00000224387,0,0,0,NA,FALSE,FALSE
ENSG00000229393,0,0,0,NA,FALSE,FALSE
PANK4,0,0,0,NA,FALSE,FALSE
HES5,0,0,0,NA,FALSE,FALSE
ENSG00000272449,0,0,0,NA,FALSE,FALSE
TNFRSF14-AS1,0,0,0,NA,FALSE,FALSE
TNFRSF14,0,0,0,NA,FALSE,FALSE
ENSG00000228037,0,0,0,NA,FALSE,FALSE
ENSG00000289610,0,0,0,NA,FALSE,FALSE
PRXL2B,0,0,0,NA,FALSE,FALSE
MMEL1,0,0,0,NA,FALSE,FALSE
MMEL1-AS1,0,0,0,NA,FALSE,FALSE
TTC34,0,0,0,NA,FALSE,FALSE
ENSG00000285945,0,0,0,NA,FALSE,FALSE
ENSG00000283259,0,0,0,NA,FALSE,FALSE
ENSG00000233234,0,0,0,NA,FALSE,FALSE
ENSG00000287396,0,0,0,NA,FALSE,FALSE
ENSG00000231630,0,0,0,NA,FALSE,FALSE
ENSG00000284745,0,0,0,NA,FALSE,FALSE
ACTRT2,0,0,0,NA,FALSE,FALSE
PRDM16-DT,0,0,0,NA,FALSE,FALSE
PRDM16,0,0,0,NA,FALSE,FALSE
ENSG00000226286,0,0,0,NA,FALSE,FALSE
ENSG00000272235,0,0,0,NA,FALSE,FALSE
ENSG00000287828,0,0,0,NA,FALSE,FALSE
ENSG00000286518,0,0,0,NA,FALSE,FALSE
ARHGEF16,0,0,0,NA,FALSE,FALSE
ENSG00000272088,0,0,0,NA,FALSE,FALSE
MEGF6,0,0,0,NA,FALSE,FALSE
ENSG00000238260,0,0,0,NA,FALSE,FALSE
TPRG1L,0,0,0,NA,FALSE,FALSE
WRAP73,0,0,0,NA,FALSE,FALSE
TP73,0,0,0,NA,FALSE,FALSE
TP73-AS3,0,0,0,NA,FALSE,FALSE
TP73-AS2,0,0,0,NA,FALSE,FALSE
CCDC27,0,0,0,NA,FALSE,FALSE
SMIM1,0,0,0,NA,FALSE,FALSE
LRRC47,0,0,0,NA,FALSE,FALSE
ENSG00000272153,0,0,0,NA,FALSE,FALSE
CEP104,0,0,0,NA,FALSE,FALSE
DFFB,0,0,0,NA,FALSE,FALSE
C1orf174,0,0,0,NA,FALSE,FALSE
LINC01134,0,0,0,NA,FALSE,FALSE
LINC01346,0,0,0,NA,FALSE,FALSE
LINC01345,0,0,0,NA,FALSE,FALSE
LINC02780,0,0,0,NA,FALSE,FALSE
ENSG00000284703,0,0,0,NA,FALSE,FALSE
LINC01777,0,0,0,NA,FALSE,FALSE
ENSG00000284694,0,0,0,NA,FALSE,FALSE
ENSG00000227169,0,0,0,NA,FALSE,FALSE
LINC01646,0,0,0,NA,FALSE,FALSE
AJAP1,0,0,0,NA,FALSE,FALSE
ENSG00000287586,0,0,0,NA,FALSE,FALSE
ENSG00000284739,0,0,0,NA,FALSE,FALSE
LINC02781,0,0,0,NA,FALSE,FALSE
LINC02782,0,0,0,NA,FALSE,FALSE
ENSG00000284616,0,0,0,NA,FALSE,FALSE
ENSG00000284692,0,0,0,NA,FALSE,FALSE
ENSG00000284666,0,0,0,NA,FALSE,FALSE
ENSG00000260972,0,0,0,NA,FALSE,FALSE
ENSG00000236948,0,0,0,NA,FALSE,FALSE
ENSG00000289893,0,0,0,NA,FALSE,FALSE
NPHP4,0,0,0,NA,FALSE,FALSE
KCNAB2,0,0,0,NA,FALSE,FALSE
CHD5,0,0,0,NA,FALSE,FALSE
RPL22,2,1,2,NA,FALSE,FALSE
RNF207-AS1,0,0,0,NA,FALSE,FALSE
RNF207,0,0,0,NA,FALSE,FALSE
ICMT,0,0,0,NA,FALSE,FALSE
ICMT-DT,0,0,0,NA,FALSE,FALSE
HES3,0,0,0,NA,FALSE,FALSE
GPR153,0,0,0,NA,FALSE,FALSE
ACOT7,0,0,0,NA,FALSE,FALSE
ENSG00000271746,0,0,0,NA,FALSE,FALSE
HES2,0,0,0,NA,FALSE,FALSE
ESPN,0,0,0,NA,FALSE,FALSE
ENSG00000231868,0,0,0,NA,FALSE,FALSE
TNFRSF25,0,0,0,NA,FALSE,FALSE
PLEKHG5,0,0,0,NA,FALSE,FALSE
NOL9,0,0,0,NA,FALSE,FALSE
TAS1R1,0,0,0,NA,FALSE,FALSE
ZBTB48,0,0,0,NA,FALSE,FALSE
KLHL21,0,0,0,NA,FALSE,FALSE
PHF13,0,0,0,NA,FALSE,FALSE
THAP3,0,0,0,NA,FALSE,FALSE
DNAJC11,0,0,0,NA,FALSE,FALSE
LINC01672,0,0,0,NA,FALSE,FALSE
ENSG00000284744,0,0,0,NA,FALSE,FALSE
CAMTA1-DT,0,0,0,NA,FALSE,FALSE
CAMTA1,0,0,0,NA,FALSE,FALSE
CAMTA1-AS3,0,0,0,NA,FALSE,FALSE
CAMTA1-IT1,0,0,0,NA,FALSE,FALSE
CAMTA1-AS2,0,0,0,NA,FALSE,FALSE
CAMTA1-AS1,0,0,0,NA,FALSE,FALSE
ENSG00000270171,0,0,0,NA,FALSE,FALSE
ENSG00000270035,0,0,0,NA,FALSE,FALSE
ENSG00000269978,0,0,0,NA,FALSE,FALSE
VAMP3,0,0,0,NA,FALSE,FALSE
ENSG00000269925,0,0,0,NA,FALSE,FALSE
PER3,0,0,0,NA,FALSE,FALSE
ENSG00000236266,0,0,0,NA,FALSE,FALSE
UTS2,0,0,0,NA,FALSE,FALSE
TNFRSF9,0,0,0,NA,FALSE,FALSE
PARK7,0,0,0,NA,FALSE,FALSE
ENSG00000284747,0,0,0,NA,FALSE,FALSE
ENSG00000284716,0,0,0,NA,FALSE,FALSE
ERRFI1,0,0,0,NA,FALSE,FALSE
ERRFI1-DT,0,0,0,NA,FALSE,FALSE
ENSG00000288816,0,0,0,NA,FALSE,FALSE
LINC01714,0,0,0,NA,FALSE,FALSE
ENSG00000233645,0,0,0,NA,FALSE,FALSE
SLC45A1,0,0,0,NA,FALSE,FALSE
RERE,0,0,0,1,TRUE,FALSE
RERE-AS1,0,0,0,NA,FALSE,FALSE
ENSG00000228423,0,0,0,NA,FALSE,FALSE
ENO1,0,0,0,NA,FALSE,FALSE
ENO1-AS1,0,0,0,NA,FALSE,FALSE
CA6,0,0,0,2,TRUE,FALSE
ENSG00000290109,0,0,0,NA,FALSE,FALSE
SLC2A7,0,0,0,NA,FALSE,FALSE
SLC2A5,0,0,0,NA,FALSE,FALSE
GPR157,0,0,0,NA,FALSE,FALSE
MIR34AHG,0,0,0,NA,FALSE,FALSE
ENSG00000289914,0,0,0,NA,FALSE,FALSE
LNCTAM34A,0,0,0,NA,FALSE,FALSE
H6PD,0,0,0,NA,FALSE,FALSE
SPSB1,0,0,0,NA,FALSE,FALSE
ENSG00000284652,0,0,0,NA,FALSE,FALSE
LINC02606,0,0,0,NA,FALSE,FALSE
ENSG00000235263,0,0,0,NA,FALSE,FALSE
SLC25A33,0,0,0,NA,FALSE,FALSE
TMEM201,0,0,0,NA,FALSE,FALSE
PIK3CD,0,0,0,NA,FALSE,FALSE
PIK3CD-AS1,0,0,0,NA,FALSE,FALSE
PIK3CD-AS2,0,0,0,NA,FALSE,FALSE
CLSTN1,0,0,0,NA,FALSE,FALSE
CTNNBIP1,0,0,0,NA,FALSE,FALSE
ENSG00000223989,0,0,0,NA,FALSE,FALSE
ENSG00000285701,0,0,0,NA,FALSE,FALSE
LZIC,0,0,0,NA,FALSE,FALSE
ENSG00000228150,0,0,0,NA,FALSE,FALSE
NMNAT1,0,0,0,NA,FALSE,FALSE
ENSG00000241326,0,0,0,NA,FALSE,FALSE
RBP7,0,0,0,NA,FALSE,FALSE
UBE4B,0,0,0,NA,FALSE,FALSE
KIF1B,0,0,0,NA,FALSE,FALSE
ENSG00000284735,0,0,0,NA,FALSE,FALSE
ENSG00000284642,0,0,0,NA,FALSE,FALSE
PGD,0,0,0,NA,FALSE,FALSE
ENSG00000271989,0,0,0,NA,FALSE,FALSE
CENPS,0,0,0,NA,FALSE,FALSE
CORT,8,1,8,NA,FALSE,TRUE
DFFA,0,0,0,NA,FALSE,FALSE
ENSG00000203469,0,0,0,NA,FALSE,FALSE
PEX14,0,0,0,NA,FALSE,FALSE
ENSG00000287727,0,0,0,NA,FALSE,FALSE
CASZ1,0,0,0,1,TRUE,FALSE
ENSG00000272078,0,0,0,NA,FALSE,FALSE
C1orf127,0,0,0,NA,FALSE,FALSE
TARDBP,0,0,0,NA,FALSE,FALSE
MASP2,0,0,0,NA,FALSE,FALSE
SRM,0,0,0,NA,FALSE,FALSE
EXOSC10,0,0,0,NA,FALSE,FALSE
ENSG00000226849,0,0,0,NA,FALSE,FALSE
EXOSC10-AS1,0,0,0,NA,FALSE,FALSE
MTOR,0,0,0,1,TRUE,FALSE
MTOR-AS1,0,0,0,NA,FALSE,FALSE
ANGPTL7,0,0,0,NA,FALSE,FALSE
UBIAD1,0,0,0,NA,FALSE,FALSE
ENSG00000284646,0,0,0,NA,FALSE,FALSE
DISP3,0,0,0,NA,FALSE,FALSE
ENSG00000285833,0,0,0,NA,FALSE,FALSE
LINC01647,0,0,0,NA,FALSE,FALSE
ENSG00000284708,0,0,0,NA,FALSE,FALSE
FBXO2,0,0,0,NA,FALSE,FALSE
FBXO44,0,0,0,NA,FALSE,FALSE
MAD2L2,0,0,0,NA,FALSE,FALSE
FBXO6,0,0,0,NA,FALSE,FALSE
DRAXIN,0,0,0,NA,FALSE,FALSE
AGTRAP,0,0,0,NA,FALSE,FALSE
C1orf167,0,0,0,NA,FALSE,FALSE
C1orf167-AS1,0,0,0,NA,FALSE,FALSE
MTHFR,0,0,0,2,TRUE,FALSE
CLCN6,0,0,0,NA,FALSE,FALSE
NPPA,0,0,0,NA,FALSE,FALSE
NPPB,0,0,0,NA,FALSE,FALSE
ENSG00000285646,0,0,0,NA,FALSE,FALSE
KIAA2013,0,0,0,NA,FALSE,FALSE
PLOD1,0,0,0,NA,FALSE,FALSE
ENSG00000287384,0,0,0,NA,FALSE,FALSE
MFN2,0,0,0,NA,FALSE,FALSE
MIIP,0,0,0,NA,FALSE,FALSE
TNFRSF8,0,0,0,NA,FALSE,FALSE
ENSG00000285604,0,0,0,NA,FALSE,FALSE
TNFRSF1B,0,0,0,NA,FALSE,FALSE
VPS13D,0,0,0,NA,FALSE,FALSE
LINC02766,0,0,0,NA,FALSE,FALSE
DHRS3,2,1,2,NA,FALSE,FALSE
ENSG00000288927,0,0,0,NA,FALSE,FALSE
ENSG00000272482,0,0,0,NA,FALSE,FALSE
AADACL4,0,0,0,NA,FALSE,FALSE
AADACL3,0,0,0,NA,FALSE,FALSE
CFAP107,0,0,0,NA,FALSE,FALSE
PRAMEF12,0,0,0,NA,FALSE,FALSE
PRAMEF1,0,0,0,NA,FALSE,FALSE
LINC01784,0,0,0,NA,FALSE,FALSE
PRAMEF11,0,0,0,NA,FALSE,FALSE
HNRNPCL1,0,0,0,NA,FALSE,FALSE
PRAMEF2,0,0,0,NA,FALSE,FALSE
PRAMEF4,0,0,0,NA,FALSE,FALSE
PRAMEF10,0,0,0,NA,FALSE,FALSE
PRAMEF7,0,0,0,NA,FALSE,FALSE
PRAMEF6,0,0,0,NA,FALSE,FALSE
PRAMEF27,0,0,0,NA,FALSE,FALSE
HNRNPCL3,0,0,0,NA,FALSE,FALSE
PRAMEF25,0,0,0,NA,FALSE,FALSE
HNRNPCL2,0,0,0,NA,FALSE,FALSE
ENSG00000290772,0,0,0,NA,FALSE,FALSE
ENSG00000233336,0,0,0,NA,FALSE,FALSE
PRAMEF26,0,0,0,NA,FALSE,FALSE
HNRNPCL4,0,0,0,NA,FALSE,FALSE
PRAMEF9,0,0,0,NA,FALSE,FALSE
PRAMEF13,0,0,0,NA,FALSE,FALSE
PRAMEF18,0,0,0,NA,FALSE,FALSE
PRAMEF5,0,0,0,NA,FALSE,FALSE
PRAMEF8,0,0,0,NA,FALSE,FALSE
PRAMEF33,0,0,0,NA,FALSE,FALSE
PRAMEF15,0,0,0,NA,FALSE,FALSE
ENSG00000228229,0,0,0,NA,FALSE,FALSE
PRAMEF14,0,0,0,NA,FALSE,FALSE
PRAMEF19,0,0,0,NA,FALSE,FALSE
PRAMEF17,0,0,0,NA,FALSE,FALSE
PRAMEF20,0,0,0,NA,FALSE,FALSE
LRRC38,0,0,0,NA,FALSE,FALSE
ENSG00000259961,0,0,0,NA,FALSE,FALSE
PDPN,0,0,0,NA,FALSE,FALSE
ENSG00000237445,0,0,0,NA,FALSE,FALSE
PRDM2,0,0,0,NA,FALSE,FALSE
ENSG00000289380,0,0,0,NA,FALSE,FALSE
KAZN,0,0,0,NA,FALSE,FALSE
ENSG00000231606,0,0,0,NA,FALSE,FALSE
KAZN-AS1,0,0,0,NA,FALSE,FALSE
ENSG00000287756,0,0,0,NA,FALSE,FALSE
TMEM51-AS1,0,0,0,NA,FALSE,FALSE
TMEM51,0,0,0,NA,FALSE,FALSE
TMEM51-AS2,0,0,0,NA,FALSE,FALSE
FHAD1,0,0,0,NA,FALSE,FALSE
FHAD1-AS1,0,0,0,NA,FALSE,FALSE
ENSG00000236045,0,0,0,NA,FALSE,FALSE
EFHD2-AS1,0,0,0,NA,FALSE,FALSE
EFHD2,0,0,0,NA,FALSE,FALSE
CTRC,0,0,0,NA,FALSE,FALSE
CELA2A,0,0,0,NA,FALSE,FALSE
CELA2B,0,0,0,NA,FALSE,FALSE
CASP9,0,0,0,NA,FALSE,FALSE
DNAJC16,0,0,0,NA,FALSE,FALSE
ENSG00000272510,0,0,0,NA,FALSE,FALSE
AGMAT,0,0,0,NA,FALSE,FALSE
ENSG00000237301,0,0,0,NA,FALSE,FALSE
DDI2,0,0,0,NA,FALSE,FALSE
RSC1A1,0,0,0,NA,FALSE,FALSE
ENSG00000271742,0,0,0,NA,FALSE,FALSE
PLEKHM2,0,0,0,NA,FALSE,FALSE
ENSG00000237938,0,0,0,NA,FALSE,FALSE
SLC25A34,0,0,0,NA,FALSE,FALSE
SLC25A34-AS1,0,0,0,NA,FALSE,FALSE
TMEM82,0,0,0,NA,FALSE,FALSE
FBLIM1,0,0,0,NA,FALSE,FALSE
UQCRHL,0,0,0,NA,FALSE,FALSE
SPEN-AS1,0,0,0,NA,FALSE,FALSE
SPEN,0,0,0,2,TRUE,FALSE
ZBTB17,0,0,0,NA,FALSE,FALSE
SRARP,0,0,0,NA,FALSE,FALSE
ENSG00000233078,0,0,0,NA,FALSE,FALSE
HSPB7,0,0,0,NA,FALSE,FALSE
CLCNKA,0,0,0,NA,FALSE,FALSE
CLCNKB,0,0,0,NA,FALSE,FALSE
FAM131C,0,0,0,NA,FALSE,FALSE
EPHA2,0,0,0,NA,FALSE,FALSE
EPHA2-AS1,0,0,0,NA,FALSE,FALSE
ENSG00000224621,0,0,0,NA,FALSE,FALSE
ARHGEF19-AS1,0,0,0,NA,FALSE,FALSE
ARHGEF19,0,0,0,NA,FALSE,FALSE
ENSG00000291077,0,0,0,NA,FALSE,FALSE
ENSG00000288398,0,0,0,NA,FALSE,FALSE
CPLANE2,0,0,0,NA,FALSE,FALSE
FBXO42,0,0,0,NA,FALSE,FALSE
SZRD1,0,0,0,NA,FALSE,FALSE
SPATA21,0,0,0,NA,FALSE,FALSE
NECAP2,0,0,0,NA,FALSE,FALSE
LINC01772,0,0,0,NA,FALSE,FALSE
CROCCP3,0,0,0,NA,FALSE,FALSE
ENSG00000261135,0,0,0,NA,FALSE,FALSE
ENSG00000224174,0,0,0,NA,FALSE,FALSE
LINC01783,0,0,0,NA,FALSE,FALSE
NBPF1,0,0,0,NA,FALSE,FALSE
ENSG00000271732,0,0,0,NA,FALSE,FALSE
CROCCP2,1,1,1,NA,FALSE,FALSE
ENSG00000282143,0,0,0,NA,FALSE,FALSE
ENSG00000290849,0,0,0,NA,FALSE,FALSE
ENSG00000279151,0,0,0,NA,FALSE,FALSE
ENSG00000282740,0,0,0,NA,FALSE,FALSE
CROCC,0,0,0,NA,FALSE,FALSE
ENSG00000290850,0,0,0,NA,FALSE,FALSE
ENSG00000290851,0,0,0,NA,FALSE,FALSE
ENSG00000223643,0,0,0,NA,FALSE,FALSE
ENSG00000228549,0,0,0,NA,FALSE,FALSE
ENSG00000238142,0,0,0,NA,FALSE,FALSE
ENSG00000272426,0,0,0,NA,FALSE,FALSE
ENSG00000290122,0,0,0,NA,FALSE,FALSE
MFAP2,0,0,0,NA,FALSE,FALSE
ENSG00000286898,0,0,0,NA,FALSE,FALSE
ENSG00000226526,0,0,0,NA,FALSE,FALSE
ATP13A2,0,0,0,NA,FALSE,FALSE
ENSG00000288636,0,0,0,NA,FALSE,FALSE
SDHB,0,0,0,NA,FALSE,FALSE
PADI2,0,0,0,NA,FALSE,FALSE
LINC02783,0,0,0,NA,FALSE,FALSE
ENSG00000282843,0,0,0,NA,FALSE,FALSE
PADI1,0,0,0,NA,FALSE,FALSE
PADI3,0,0,0,NA,FALSE,FALSE
PADI4,0,0,0,NA,FALSE,FALSE
PADI6,0,0,0,NA,FALSE,FALSE
RCC2-AS1,0,0,0,NA,FALSE,FALSE
RCC2,0,0,0,NA,FALSE,FALSE
ENSG00000290096,0,0,0,NA,FALSE,FALSE
ARHGEF10L,0,0,0,NA,FALSE,FALSE
LINC02810,0,0,0,NA,FALSE,FALSE
ACTL8,0,0,0,NA,FALSE,FALSE
ENSG00000284653,0,0,0,NA,FALSE,FALSE
LINC01654,0,0,0,NA,FALSE,FALSE
IGSF21,0,0,0,NA,FALSE,FALSE
IGSF21-AS1,0,0,0,NA,FALSE,FALSE
ENSG00000225387,0,0,0,NA,FALSE,FALSE
KLHDC7A,0,0,0,NA,FALSE,FALSE
PAX7,0,0,0,NA,FALSE,FALSE
TAS1R2,0,0,0,NA,FALSE,FALSE
ALDH4A1,0,0,0,NA,FALSE,FALSE
IFFO2,0,0,0,NA,FALSE,FALSE
ENSG00000272084,0,0,0,NA,FALSE,FALSE
UBR4,0,0,0,NA,FALSE,FALSE
EMC1-AS1,0,0,0,NA,FALSE,FALSE
EMC1,0,0,0,NA,FALSE,FALSE
MRTO4,0,0,0,NA,FALSE,FALSE
AKR7L,0,0,0,NA,FALSE,FALSE
AKR7A3,0,0,0,NA,FALSE,FALSE
AKR7A2,0,0,0,NA,FALSE,FALSE
SLC66A1,0,0,0,NA,FALSE,FALSE
CAPZB,0,0,0,NA,FALSE,FALSE
MICOS10,0,0,0,NA,FALSE,FALSE
MICOS10-DT,0,0,0,NA,FALSE,FALSE
NBL1,0,0,0,NA,FALSE,FALSE
HTR6,0,0,0,NA,FALSE,FALSE
TMCO4,0,0,0,NA,FALSE,FALSE
RNF186,0,0,0,NA,FALSE,FALSE
RNF186-AS1,0,0,0,NA,FALSE,FALSE
OTUD3,0,0,0,NA,FALSE,FALSE
PLA2G2E,0,0,0,NA,FALSE,FALSE
PLA2G2A,0,0,0,NA,FALSE,FALSE
PLA2G5,0,0,0,NA,FALSE,FALSE
PLA2G2D,0,0,0,NA,FALSE,FALSE
PLA2G2F,0,0,0,NA,FALSE,FALSE
ENSG00000227066,0,0,0,NA,FALSE,FALSE
PLA2G2C,0,0,0,NA,FALSE,FALSE
UBXN10,0,0,0,NA,FALSE,FALSE
LINC01757,0,0,0,NA,FALSE,FALSE
ENSG00000284710,0,0,0,NA,FALSE,FALSE
VWA5B1,0,0,0,NA,FALSE,FALSE
ENSG00000226664,0,0,0,NA,FALSE,FALSE
LINC01141,0,0,0,NA,FALSE,FALSE
ENSG00000226487,0,0,0,NA,FALSE,FALSE
ENSG00000284641,0,0,0,NA,FALSE,FALSE
ENSG00000284743,0,0,0,NA,FALSE,FALSE
CAMK2N1,0,0,0,NA,FALSE,FALSE
ENSG00000289402,0,0,0,NA,FALSE,FALSE
MUL1,0,0,0,NA,FALSE,FALSE
FAM43B,0,0,0,NA,FALSE,FALSE
CDA,0,0,0,NA,FALSE,FALSE
PINK1,0,0,0,NA,FALSE,FALSE
PINK1-AS,0,0,0,NA,FALSE,FALSE
DDOST,0,0,0,NA,FALSE,FALSE
KIF17,0,0,0,NA,FALSE,FALSE
SH2D5,0,0,0,NA,FALSE,FALSE
ENSG00000233069,0,0,0,NA,FALSE,FALSE
HP1BP3,0,0,0,NA,FALSE,FALSE
EIF4G3,0,0,0,NA,FALSE,FALSE
ENSG00000287192,0,0,0,NA,FALSE,FALSE
ECE1,0,0,0,NA,FALSE,FALSE
ENSG00000236936,0,0,0,NA,FALSE,FALSE
ECE1-AS1,0,0,0,NA,FALSE,FALSE
ENSG00000236009,0,0,0,NA,FALSE,FALSE
NBPF3,0,0,0,NA,FALSE,FALSE
ALPL,0,0,0,NA,FALSE,FALSE
ENSG00000289715,0,0,0,NA,FALSE,FALSE
LINC02596,0,0,0,NA,FALSE,FALSE
RAP1GAP,0,0,0,NA,FALSE,FALSE
USP48,0,0,0,NA,FALSE,FALSE
LDLRAD2,0,0,0,NA,FALSE,FALSE
HSPG2,0,0,0,NA,FALSE,FALSE
CELA3B,0,0,0,NA,FALSE,FALSE
CELA3A,0,0,0,NA,FALSE,FALSE
LINC01635,0,0,0,NA,FALSE,FALSE
LINC00339,0,0,0,NA,FALSE,FALSE
CDC42-AS1,0,0,0,NA,FALSE,FALSE
CDC42,0,0,0,NA,FALSE,FALSE
CDC42-IT1,0,0,0,NA,FALSE,FALSE
WNT4,0,0,0,NA,FALSE,FALSE
ENSG00000285873,0,0,0,NA,FALSE,FALSE
ZBTB40,0,0,0,NA,FALSE,FALSE
ZBTB40-IT1,0,0,0,NA,FALSE,FALSE
EPHA8,0,0,0,NA,FALSE,FALSE
C1QA,0,0,0,NA,FALSE,FALSE
C1QC,0,0,0,NA,FALSE,FALSE
C1QB,0,0,0,NA,FALSE,FALSE
EPHB2,0,0,0,2,TRUE,FALSE
