gene,n_metabolites,n_cell_types,n_associations,sfari_score,is_sfari,is_hub
ENSG00000287844,2,1,2,NA,FALSE,FALSE
SNHG6,1,1,1,NA,FALSE,FALSE
C8orf34,1,1,1,NA,FALSE,FALSE
MSC-AS1,3,1,3,NA,FALSE,FALSE
KCNB2,1,1,1,NA,FALSE,FALSE
RPL7,3,2,3,NA,FALSE,FALSE
ZFHX4,4,3,4,3,TRUE,FALSE
ENSG00000285744,1,1,1,NA,FALSE,FALSE
ENSG00000253503,2,1,2,NA,FALSE,FALSE
RALYL,4,4,4,NA,FALSE,FALSE
ENSG00000253500,14,1,14,NA,FALSE,TRUE
CALB1,3,1,3,NA,FALSE,FALSE
ENSG00000253901,1,1,1,NA,FALSE,FALSE
RUNX1T1,1,1,1,1,TRUE,FALSE
RPL30,3,2,3,NA,FALSE,FALSE
TRPS1,6,3,6,NA,FALSE,TRUE
RPL8,1,1,1,NA,FALSE,FALSE
GLIS3-AS1,1,1,1,NA,FALSE,FALSE
PTPRD,1,1,1,2,TRUE,FALSE
RPS6,3,2,3,NA,FALSE,FALSE
ENSG00000286685,1,1,1,NA,FALSE,FALSE
UNC13B,1,1,1,NA,FALSE,FALSE
ANKRD18A,2,1,2,NA,FALSE,FALSE
TRPM3,1,1,1,NA,FALSE,FALSE
TLE4,3,3,3,NA,FALSE,FALSE
ENSG00000203279,1,1,1,NA,FALSE,FALSE
COL15A1,1,1,1,NA,FALSE,FALSE
PALM2AKAP2,1,1,1,NA,FALSE,FALSE
ASTN2,1,1,1,2,TRUE,FALSE
BRINP1,1,1,1,NA,FALSE,FALSE
RPL35,2,1,2,NA,FALSE,FALSE
PBX3,4,1,4,NA,FALSE,FALSE
RPL7A,4,3,4,NA,FALSE,FALSE
ADARB2,5,3,5,NA,FALSE,TRUE
FRMD4A,1,1,1,NA,FALSE,FALSE
ITGA8,1,1,1,3,TRUE,FALSE
VIM,1,1,1,NA,FALSE,FALSE
PLXDC2,2,2,2,NA,FALSE,FALSE
KIAA1217,2,2,2,NA,FALSE,FALSE
GPR158,1,1,1,NA,FALSE,FALSE
GAD2,1,1,1,NA,FALSE,FALSE
NRP1,1,1,1,NA,FALSE,FALSE
PRKG1,6,3,6,NA,FALSE,TRUE
LINC02672,1,1,1,NA,FALSE,FALSE
PCDH15,2,1,2,2,TRUE,FALSE
LRRTM3,1,1,1,NA,FALSE,FALSE
LRMDA,7,3,8,NA,FALSE,TRUE
RPS24,2,1,2,NA,FALSE,FALSE
NRG3,2,1,2,NA,FALSE,FALSE
GLUD1,1,1,1,NA,FALSE,FALSE
HTR7,1,1,1,NA,FALSE,FALSE
LGI1,1,1,1,NA,FALSE,FALSE
TLL2,3,1,3,NA,FALSE,FALSE
SORCS3,1,1,1,2,TRUE,FALSE
LINC02930,2,2,2,NA,FALSE,FALSE
DOCK1,1,1,1,2,TRUE,FALSE
CALY,2,2,2,NA,FALSE,FALSE
RPLP2,3,2,3,NA,FALSE,FALSE
TRIM5,1,1,1,NA,FALSE,FALSE
RPL27A,3,2,3,NA,FALSE,FALSE
SPON1,1,1,1,NA,FALSE,FALSE
RPS13,3,2,3,NA,FALSE,FALSE
LINC02726,1,1,1,NA,FALSE,FALSE
ARL14EP-DT,1,1,1,NA,FALSE,FALSE
LRRC4C,2,2,2,1,TRUE,FALSE
EEF1G,3,2,3,NA,FALSE,FALSE
FAU,2,1,2,NA,FALSE,FALSE
MALAT1,3,2,3,NA,FALSE,FALSE
TALAM1,1,1,1,NA,FALSE,FALSE
RPS3,1,1,1,NA,FALSE,FALSE
ENSG00000254787,1,1,1,NA,FALSE,FALSE
PRSS23,1,1,1,NA,FALSE,FALSE
FAT3,1,1,1,NA,FALSE,FALSE
MAML2,1,1,1,NA,FALSE,FALSE
CNTN5,1,1,1,2,TRUE,FALSE
ENSG00000254987,1,1,1,NA,FALSE,FALSE
GRIA4,1,1,1,NA,FALSE,FALSE
ELMOD1,2,1,2,NA,FALSE,FALSE
RPS25,4,3,4,NA,FALSE,FALSE
GRIK4,1,1,1,2,TRUE,FALSE
HSPA8,1,1,1,NA,FALSE,FALSE
NRGN,2,1,2,NA,FALSE,FALSE
LINC02712,1,1,1,NA,FALSE,FALSE
NTM,1,1,1,NA,FALSE,FALSE
OPCML,3,2,3,NA,FALSE,FALSE
GAPDH,1,1,1,NA,FALSE,FALSE
PTMS,1,1,1,NA,FALSE,FALSE
C12orf57,1,1,1,NA,FALSE,FALSE
C1RL,1,1,1,NA,FALSE,FALSE
LMO3,1,1,1,NA,FALSE,FALSE
ENSG00000255648,1,1,1,NA,FALSE,FALSE
ENSG00000255910,1,1,1,NA,FALSE,FALSE
PDE3A,1,1,1,NA,FALSE,FALSE
TMTC1,1,1,1,NA,FALSE,FALSE
SYT10,2,1,2,NA,FALSE,FALSE
CPNE8,2,1,2,NA,FALSE,FALSE
PCED1B,1,1,1,NA,FALSE,FALSE
TUBA1B,1,1,1,NA,FALSE,FALSE
TUBA1A,1,1,1,NA,FALSE,FALSE
PFDN5,2,1,2,NA,FALSE,FALSE
ENSG00000286069,1,1,1,NA,FALSE,FALSE
RPL41,4,3,4,NA,FALSE,FALSE
NACA,1,1,1,NA,FALSE,FALSE
WIF1,1,1,1,NA,FALSE,FALSE
ENSG00000258077,2,1,2,NA,FALSE,FALSE
SYT1,2,1,2,NA,FALSE,FALSE
NTS,2,1,2,NA,FALSE,FALSE
MGAT4C,4,2,4,NA,FALSE,FALSE
C12orf42,1,1,1,NA,FALSE,FALSE
RPL6,3,2,3,NA,FALSE,FALSE
NOS1,1,1,1,NA,FALSE,FALSE
TMEM132C,3,3,3,NA,FALSE,FALSE
TMEM132D,1,1,1,NA,FALSE,FALSE
RPL21,2,2,2,NA,FALSE,FALSE
MTUS2,2,1,2,NA,FALSE,FALSE
B3GLCT,1,1,1,NA,FALSE,FALSE
POSTN,3,1,3,NA,FALSE,FALSE
LHFPL6,1,1,1,NA,FALSE,FALSE
FOXO1,4,2,4,NA,FALSE,FALSE
TPT1,1,1,1,NA,FALSE,FALSE
ENSG00000287722,1,1,1,NA,FALSE,FALSE
ENSG00000288765,1,1,1,NA,FALSE,FALSE
DIAPH3,1,1,1,NA,FALSE,FALSE
PCDH9,1,1,1,2,TRUE,FALSE
DACH1,7,3,7,NA,FALSE,TRUE
LINC02336,1,1,1,NA,FALSE,FALSE
GPC6,1,1,1,2,TRUE,FALSE
HS6ST3,2,2,2,NA,FALSE,FALSE
SOX1-OT,1,1,1,NA,FALSE,FALSE
LINC02306,1,1,1,NA,FALSE,FALSE
NPAS3,1,1,1,3,TRUE,FALSE
ENSG00000258342,2,1,2,NA,FALSE,FALSE
LINC00609,1,1,1,NA,FALSE,FALSE
SSTR1,1,1,1,NA,FALSE,FALSE
LINC02307,1,1,1,NA,FALSE,FALSE
MDGA2,1,1,1,2,TRUE,FALSE
RPS29,3,3,3,NA,FALSE,FALSE
PRKCH,2,1,2,NA,FALSE,FALSE
RGS6,2,1,2,NA,FALSE,FALSE
EML5,1,1,1,NA,FALSE,FALSE
CALM1,1,1,1,NA,FALSE,FALSE
CCDC88C,2,1,2,2,TRUE,FALSE
BCL11B,1,1,1,3,TRUE,FALSE
MEG3,2,2,2,NA,FALSE,FALSE
CKB,1,1,1,NA,FALSE,FALSE
PWRN1,2,1,2,NA,FALSE,FALSE
ENTREP2,1,1,1,NA,FALSE,FALSE
MEIS2,7,2,7,1,TRUE,TRUE
ENSG00000259434,1,1,1,NA,FALSE,FALSE
ENSG00000259345,1,1,1,NA,FALSE,FALSE
SRP14,1,1,1,NA,FALSE,FALSE
ENSG00000273674,1,1,1,NA,FALSE,FALSE
UNC13C,1,1,1,NA,FALSE,FALSE
RORA-AS1,1,1,1,NA,FALSE,FALSE
RORA,2,1,2,NA,FALSE,FALSE
ENSG00000259481,2,1,2,NA,FALSE,FALSE
RPL4,1,1,1,NA,FALSE,FALSE
SMAD3,1,1,1,NA,FALSE,FALSE
RPLP1,3,2,3,NA,FALSE,FALSE
ENSG00000259692,3,1,3,NA,FALSE,FALSE
RPS17,3,2,3,NA,FALSE,FALSE
PDE8A,1,1,1,NA,FALSE,FALSE
MCTP2,1,1,1,NA,FALSE,FALSE
ENSG00000275443,2,2,2,NA,FALSE,FALSE
NR2F2-AS1,3,2,3,NA,FALSE,FALSE
CEROX1,5,3,6,NA,FALSE,TRUE
RPS2,3,2,3,NA,FALSE,FALSE
RBFOX1,9,3,9,2,TRUE,TRUE
MIR193BHG,1,1,1,NA,FALSE,FALSE
RPS15A,3,2,3,NA,FALSE,FALSE
PRKCB,1,1,1,2,TRUE,FALSE
HS3ST4,5,1,5,NA,FALSE,TRUE
CRNDE,1,1,1,NA,FALSE,FALSE
MT3,1,1,1,NA,FALSE,FALSE
CDH8,5,2,5,2,TRUE,TRUE
CDH8-AS1,1,1,1,NA,FALSE,FALSE
PLCG2,7,3,7,NA,FALSE,TRUE
RPL13,3,2,3,NA,FALSE,FALSE
RPL26,3,2,3,NA,FALSE,FALSE
SNHG29,1,1,1,NA,FALSE,FALSE
RPL23A,2,2,2,NA,FALSE,FALSE
ASIC2,1,1,1,NA,FALSE,FALSE
RPL23,1,1,1,NA,FALSE,FALSE
RPL19,2,2,2,NA,FALSE,FALSE
NEUROD2,1,1,1,NA,FALSE,FALSE
EIF1,1,1,1,NA,FALSE,FALSE
RPL27,2,2,2,NA,FALSE,FALSE
ARL17B,5,2,5,NA,FALSE,TRUE
CA10,2,1,2,NA,FALSE,FALSE
CACNG5,2,1,2,NA,FALSE,FALSE
RPL38,2,2,2,NA,FALSE,FALSE
H3-3B,1,1,1,3,TRUE,FALSE
DLGAP1-AS5,1,1,1,NA,FALSE,FALSE
EPB41L3,1,1,1,NA,FALSE,FALSE
MTCL1,1,1,1,NA,FALSE,FALSE
GNAL,5,1,5,NA,FALSE,TRUE
RIT2,2,1,2,2,TRUE,FALSE
ENSG00000287209,1,1,1,NA,FALSE,FALSE
SYT4,1,1,1,NA,FALSE,FALSE
RPL17,2,1,2,NA,FALSE,FALSE
DCC,7,3,7,2,TRUE,TRUE
TCF4,1,1,1,1,TRUE,FALSE
ONECUT2,1,1,1,NA,FALSE,FALSE
CDH7,1,1,1,NA,FALSE,FALSE
NETO1,1,1,1,NA,FALSE,FALSE
MBP,1,1,1,NA,FALSE,FALSE
RPS15,3,2,3,NA,FALSE,FALSE
GNG7,1,1,1,NA,FALSE,FALSE
EEF2,1,1,1,NA,FALSE,FALSE
RPL36,2,2,2,NA,FALSE,FALSE
RPS28,3,2,3,NA,FALSE,FALSE
IER2,1,1,1,NA,FALSE,FALSE
RPL18A,3,2,3,NA,FALSE,FALSE
UBA52,3,2,3,NA,FALSE,FALSE
TSHZ3,1,1,1,1,TRUE,FALSE
COX6B1,1,1,1,NA,FALSE,FALSE
RPS16,3,2,3,NA,FALSE,FALSE
RPS19,2,2,2,NA,FALSE,FALSE
ERF,1,1,1,NA,FALSE,FALSE
ZNF428,1,1,1,NA,FALSE,FALSE
NOP53,1,1,1,NA,FALSE,FALSE
RPL18,3,2,3,NA,FALSE,FALSE
RPL13A,3,2,3,NA,FALSE,FALSE
RPS11,3,3,3,NA,FALSE,FALSE
RPS9,2,2,2,NA,FALSE,FALSE
RPL28,3,3,3,NA,FALSE,FALSE
RPS5,2,1,2,NA,FALSE,FALSE
FERMT1,1,1,1,NA,FALSE,FALSE
SLC24A3,1,1,1,NA,FALSE,FALSE
INSM1,1,1,1,NA,FALSE,FALSE
SYNDIG1,4,1,4,NA,FALSE,FALSE
FAM242A,1,1,1,NA,FALSE,FALSE
NNAT,2,1,2,NA,FALSE,FALSE
TSHZ2,13,4,13,NA,FALSE,TRUE
ENSG00000271774,8,2,8,NA,FALSE,TRUE
BCAS1,2,1,2,2,TRUE,FALSE
ATP5F1E,2,2,2,NA,FALSE,FALSE
MIR646HG,1,1,1,NA,FALSE,FALSE
RPS21,3,3,3,NA,FALSE,FALSE
EEF1A2,1,1,1,NA,FALSE,FALSE
MIR99AHG,1,1,1,NA,FALSE,FALSE
CHODL,6,1,6,NA,FALSE,TRUE
GRIK1,1,1,1,NA,FALSE,FALSE
PCP4,8,2,8,NA,FALSE,TRUE
DSCAM,3,2,3,1,TRUE,FALSE
ENSG00000230051,1,1,1,NA,FALSE,FALSE
RASL10A,1,1,1,NA,FALSE,FALSE
RPL3,3,2,3,NA,FALSE,FALSE
TMSB4X,1,1,1,NA,FALSE,FALSE
ENSG00000289084,2,2,2,NA,FALSE,FALSE
IL1RAPL1,2,2,2,2,TRUE,FALSE
PCSK1N,2,1,2,NA,FALSE,FALSE
NHSL2,1,1,1,NA,FALSE,FALSE
RPS4X,3,2,3,NA,FALSE,FALSE
DACH2,4,2,4,NA,FALSE,FALSE
PCDH11X,1,1,1,2,TRUE,FALSE
RPL36A,3,2,3,NA,FALSE,FALSE
BEX1,1,1,1,NA,FALSE,FALSE
BEX3,1,1,1,NA,FALSE,FALSE
IL1RAPL2,4,1,4,2,TRUE,FALSE
ENSG00000286072,2,1,2,NA,FALSE,FALSE
XACT,1,1,1,NA,FALSE,FALSE
HTR2C,1,1,1,3,TRUE,FALSE
DANT2,1,1,1,NA,FALSE,FALSE
DOCK11,1,1,1,NA,FALSE,FALSE
RPL39,3,2,3,NA,FALSE,FALSE
RPL10,3,3,3,2,TRUE,FALSE
ENSG00000291034,1,1,1,NA,FALSE,FALSE
MT-CO2,1,1,1,NA,FALSE,FALSE
