Name,pathway_id,pathway_label,pathway_source
Pyruvic Acid,R-HSA-8963691,Phenylalanine and tyrosine metabolism,reactome
Pyruvic Acid,R-HSA-8964208,Phenylalanine metabolism,reactome
Pyruvic Acid,R-HSA-8964539,Glutamate and glutamine metabolism,reactome
Pyruvic Acid,R-HSA-8964540,Alanine metabolism,reactome
Pyruvic Acid,R-HSA-9749641,Aspirin ADME,reactome
Pyruvic Acid,R-HSA-977347,Serine biosynthesis,reactome
Pyruvic Acid,R-HSA-9861559,PDH complex synthesizes acetyl-CoA from PYR,reactome
Pyruvic Acid,R-HSA-9861718,Regulation of pyruvate metabolism,reactome
Pyruvic Acid,WP106,Alanine and aspartate metabolism,wiki
Pyruvic Acid,WP1495,Glycine metabolism,wiki
Pyruvic Acid,WP1584,Type II diabetes mellitus,wiki
Pyruvic Acid,WP1946,Cori cycle,wiki
Pyruvic Acid,WP2333,Trans-sulfuration pathway,wiki
Pyruvic Acid,WP2453,TCA cycle and deficiency of pyruvate dehydrogenase complex (PDHc),wiki
Pyruvic Acid,WP2456,HIF1A and PPARG in cardiac hypertropthy,wiki
Pyruvic Acid,WP2868,TCA cycle nutrient use and invasiveness of ovarian cancer,wiki
Pyruvic Acid,WP357,Fatty acid biosynthesis,wiki
Pyruvic Acid,WP3580,Methionine de novo and salvage pathway,wiki
Pyruvic Acid,WP3602,Metabolism overview,wiki
Pyruvic Acid,WP3644,NAD+ metabolism,wiki
Pyruvic Acid,WP3965,Lipid metabolism pathway,wiki
Pyruvic Acid,WP4141,PI3K/AKT/mTOR - vitamin D3 signaling,wiki
Pyruvic Acid,WP4206,Hereditary leiomyomatosis and renal cell carcinoma pathway,wiki
Pyruvic Acid,WP4236,Krebs cycle disorders,wiki
Pyruvic Acid,WP4290,Metabolic reprogramming in colon cancer,wiki
Pyruvic Acid,WP4297,Thiamine metabolic pathways,wiki
Pyruvic Acid,WP4504,Cysteine and methionine catabolism,wiki
Pyruvic Acid,WP4595,Urea cycle and associated pathways,wiki
Pyruvic Acid,WP4628,Aerobic glycolysis - augmented,wiki
Pyruvic Acid,WP4629,Aerobic glycolysis,wiki
Pyruvic Acid,WP4661,Amino acid metabolism pathway excerpt: histidine catabolism extension,wiki
Pyruvic Acid,WP4688,Serine metabolism,wiki
Pyruvic Acid,WP4742,Ketogenesis and ketolysis,wiki
Pyruvic Acid,WP5030,Ethylmalonic encephalopathy,wiki
Pyruvic Acid,WP5031,"Biotin metabolism, including IMDs",wiki
Pyruvic Acid,WP5046,NAD metabolism in oncogene-induced senescence and mitochondrial dysfunction-associated senescence,wiki
Pyruvic Acid,WP5049,Glycolysis in senescence,wiki
Pyruvic Acid,WP5050,TCA cycle in senescence,wiki
Pyruvic Acid,WP5166,Glyoxylate metabolism,wiki
Pyruvic Acid,WP5178,Disorders of fructose metabolism,wiki
Pyruvic Acid,WP5211,Glucose metabolism in triple-negative breast cancer cells,wiki
Pyruvic Acid,WP5213,Amino acid metabolism in triple-negative breast cancer cells,wiki
Pyruvic Acid,WP5216,Warburg effect modulated by deubiquitinating enzymes and their substrates,wiki
Pyruvic Acid,WP5220,Metabolic reprogramming in pancreatic cancer,wiki
Pyruvic Acid,WP528,Acetylcholine synthesis,wiki
Pyruvic Acid,WP5312,Metabolic pathways of fibroblasts,wiki
Pyruvic Acid,WP5314,Lactate shuttle in glial cells,wiki
Pyruvic Acid,WP534,Glycolysis and gluconeogenesis,wiki
Pyruvic Acid,WP5433,"PGK1, PKM2, KHKC/KHKA acting as protein kinases",wiki
Pyruvic Acid,WP661,Glucose homeostasis,wiki
Dl-Alanine,map00250,"Alanine, aspartate and glutamate metabolism",kegg
Dl-Alanine,map00330,Arginine and proline metabolism,kegg
Dl-Alanine,map00380,Tryptophan metabolism,kegg
Dl-Alanine,map00450,Selenocompound metabolism,kegg
Dl-Alanine,map00480,Glutathione metabolism,kegg
Dl-Alanine,R-HSA-1362409,Mitochondrial iron-sulfur cluster biogenesis,reactome
Dl-Alanine,R-HSA-209776,Metabolism of amine-derived hormones,reactome
Dl-Alanine,R-HSA-209968,Thyroxine biosynthesis,reactome
Dl-Alanine,R-HSA-2408508,"Metabolism of ingested SeMet, Sec, MeSec into H2Se",reactome
Dl-Alanine,R-HSA-352230,Amino acid transport across the plasma membrane,reactome
Dl-Alanine,R-HSA-379716,Cytosolic tRNA aminoacylation,reactome
Dl-Alanine,R-HSA-379724,tRNA Aminoacylation,reactome
Dl-Alanine,R-HSA-379726,Mitochondrial tRNA aminoacylation,reactome
Dl-Alanine,R-HSA-389661,Glyoxylate metabolism and glycine degradation,reactome
Dl-Alanine,R-HSA-428559,Proton-coupled neutral amino acid transporters,reactome
Dl-Alanine,R-HSA-442660,Na+/Cl- dependent neurotransmitter transporters,reactome
Dl-Alanine,R-HSA-5619044,Defective SLC6A19 causes Hartnup disorder (HND),reactome
Dl-Alanine,R-HSA-5619094,Variant SLC6A14 may confer susceptibility towards obesity,reactome
Dl-Alanine,R-HSA-5659735,Defective SLC6A19 causes Hartnup disorder (HND),reactome
Dl-Alanine,R-HSA-70268,Pyruvate metabolism,reactome
Dl-Alanine,R-HSA-71240,Tryptophan catabolism,reactome
Dl-Alanine,R-HSA-73621,Pyrimidine catabolism,reactome
Dl-Alanine,R-HSA-8956319,Nucleotide catabolism,reactome
Dl-Alanine,R-HSA-8963691,Phenylalanine and tyrosine metabolism,reactome
Dl-Alanine,R-HSA-8964208,Phenylalanine metabolism,reactome
Dl-Alanine,R-HSA-8964539,Glutamate and glutamine metabolism,reactome
Dl-Alanine,R-HSA-8964540,Alanine metabolism,reactome
Dl-Alanine,R-HSA-947581,Molybdenum cofactor biosynthesis,reactome
Dl-Alanine,WP106,Alanine and aspartate metabolism,wiki
Dl-Alanine,WP1946,Cori cycle,wiki
Dl-Alanine,WP2485,NAD biosynthesis II from tryptophan,wiki
Dl-Alanine,WP3953,"mRNA, protein, and metabolite inducation pathway by cyclosporin A",wiki
Dl-Alanine,WP4210,Tryptophan catabolism leading to NAD+ production,wiki
Dl-Alanine,WP4236,Krebs cycle disorders,wiki
Dl-Alanine,WP4595,Urea cycle and associated pathways,wiki
Dl-Alanine,WP4661,Amino acid metabolism pathway excerpt: histidine catabolism extension,wiki
Dl-Alanine,WP4917,Proximal tubule transport,wiki
Dl-Alanine,WP5029,Amino acid transport defects (IEMs),wiki
Dl-Alanine,WP5166,Glyoxylate metabolism,wiki
Dl-Alanine,WP5179,Biosynthesis and turnover of 1-deoxy-sphingoid bases,wiki
Dl-Alanine,WP5194,Synthesis of ceramides and 1-deoxyceramides,wiki
Dl-Lactic Acid,WP1946,Cori cycle,wiki
Dl-Lactic Acid,WP4141,PI3K/AKT/mTOR - vitamin D3 signaling,wiki
Dl-Lactic Acid,WP4206,Hereditary leiomyomatosis and renal cell carcinoma pathway,wiki
Dl-Lactic Acid,WP4236,Krebs cycle disorders,wiki
Dl-Lactic Acid,WP4917,Proximal tubule transport,wiki
Dl-Lactic Acid,WP5046,NAD metabolism in oncogene-induced senescence and mitochondrial dysfunction-associated senescence,wiki
Dl-Lactic Acid,WP5049,Glycolysis in senescence,wiki
Dl-Lactic Acid,WP5092,Interactions of natural killer cells in pancreatic cancer,wiki
Dl-Lactic Acid,WP5216,Warburg effect modulated by deubiquitinating enzymes and their substrates,wiki
Dl-Lactic Acid,WP5220,Metabolic reprogramming in pancreatic cancer,wiki
Dl-Lactic Acid,WP5313,Carnosine metabolism of glial cells,wiki
Dl-Lactic Acid,WP5314,Lactate shuttle in glial cells,wiki
Dl-Lactic Acid,WP5356,Affected pathways in Duchenne muscular dystrophy,wiki
L-(+)-Lactic Acid,map00620,Pyruvate metabolism,kegg
L-(+)-Lactic Acid,R-HSA-196807,Nicotinate metabolism,reactome
L-(+)-Lactic Acid,R-HSA-197264,Nicotinamide salvaging,reactome
L-(+)-Lactic Acid,R-HSA-3296197,Hydroxycarboxylic acid-binding receptors,reactome
L-(+)-Lactic Acid,R-HSA-427601,Multifunctional anion exchangers,reactome
L-(+)-Lactic Acid,R-HSA-428643,Organic anion transporters,reactome
L-(+)-Lactic Acid,R-HSA-433692,Proton-coupled monocarboxylate transport,reactome
L-(+)-Lactic Acid,R-HSA-549132,Organic cation/anion/zwitterion transport,reactome
L-(+)-Lactic Acid,R-HSA-561048,Organic anion transport,reactome
L-(+)-Lactic Acid,R-HSA-5619070,Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT),reactome
L-(+)-Lactic Acid,R-HSA-5619071,Defective SLC22A12 causes renal hypouricemia 1 (RHUC1),reactome
L-(+)-Lactic Acid,R-HSA-70268,Pyruvate metabolism,reactome
L-(+)-Lactic Acid,R-HSA-9749641,Aspirin ADME,reactome
L-(+)-Lactic Acid,WP2456,HIF1A and PPARG in cardiac hypertropthy,wiki
L-(+)-Lactic Acid,WP2868,TCA cycle nutrient use and invasiveness of ovarian cancer,wiki
L-(+)-Lactic Acid,WP3644,NAD+ metabolism,wiki
L-(+)-Lactic Acid,WP4290,Metabolic reprogramming in colon cancer,wiki
L-(+)-Lactic Acid,WP4595,Urea cycle and associated pathways,wiki
L-(+)-Lactic Acid,WP4628,Aerobic glycolysis - augmented,wiki
L-(+)-Lactic Acid,WP4629,Aerobic glycolysis,wiki
L-(+)-Lactic Acid,WP5211,Glucose metabolism in triple-negative breast cancer cells,wiki
L-(+)-Lactic Acid,WP5239,Lac-Phe pathway,wiki
L-(+)-Lactic Acid,WP5312,Metabolic pathways of fibroblasts,wiki
L-(+)-Lactic Acid,WP534,Glycolysis and gluconeogenesis,wiki
L-(+)-Lactic Acid,WP5433,"PGK1, PKM2, KHKC/KHKA acting as protein kinases",wiki
L-(+)-Lactic Acid,WP661,Glucose homeostasis,wiki
Ethyl Acetoacetate,map00072,Ketone Body Metabolism,kegg
Ethyl Acetoacetate,map00280,"Valine, leucine and isoleucine degradation",kegg
Ethyl Acetoacetate,map00350,Tyrosine metabolism,kegg
Ethyl Acetoacetate,map00360,Phenylalanine and Tyrosine Metabolism,kegg
Ethyl Acetoacetate,map00650,Butyrate Metabolism,kegg
Ethyl Acetoacetate,R-HSA-433692,Proton-coupled monocarboxylate transport,reactome
Ethyl Acetoacetate,R-HSA-5619070,Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT),reactome
Ethyl Acetoacetate,R-HSA-74182,Ketone body metabolism,reactome
Ethyl Acetoacetate,R-HSA-77108,Utilization of Ketone Bodies,reactome
Ethyl Acetoacetate,R-HSA-77111,Synthesis of Ketone Bodies,reactome
Ethyl Acetoacetate,R-HSA-8963684,Tyrosine catabolism,reactome
Ethyl Acetoacetate,R-HSA-8963691,Phenylalanine and tyrosine metabolism,reactome
Ethyl Acetoacetate,R-HSA-9749641,Aspirin ADME,reactome
Ethyl Acetoacetate,WP3602,Metabolism overview,wiki
Ethyl Acetoacetate,WP4190,Mevalonate arm of cholesterol biosynthesis pathway,wiki
Ethyl Acetoacetate,WP4506,Tyrosine metabolism and related disorders,wiki
Ethyl Acetoacetate,WP4686,"Leucine, isoleucine and valine metabolism",wiki
Ethyl Acetoacetate,WP4742,Ketogenesis and ketolysis,wiki
Ethyl Acetoacetate,WP5175,Disorders in ketone body synthesis,wiki
Ethyl Acetoacetate,WP5195,Disorders in ketolysis,wiki
2-Oxobutanoic Acid,map00270,Methionine Metabolism,kegg
2-Oxobutanoic Acid,map00450,Selenocompound metabolism,kegg
2-Oxobutanoic Acid,map00640,Propanoate metabolism,kegg
2-Oxobutanoic Acid,R-HSA-1614558,Degradation of cysteine and homocysteine,reactome
2-Oxobutanoic Acid,R-HSA-1614603,Cysteine formation from homocysteine,reactome
2-Oxobutanoic Acid,R-HSA-1614635,Sulfur amino acid metabolism,reactome
2-Oxobutanoic Acid,R-HSA-2408508,"Metabolism of ingested SeMet, Sec, MeSec into H2Se",reactome
2-Oxobutanoic Acid,R-HSA-8849175,Threonine catabolism,reactome
2-Oxobutanoic Acid,WP2525,"Trans-sulfuration, one-carbon metabolism and related pathways",wiki
2-Oxobutanoic Acid,WP4504,Cysteine and methionine catabolism,wiki
Γ-Aminobutyric Acid,map00250,"Alanine, aspartate and glutamate metabolism",kegg
Γ-Aminobutyric Acid,R-HSA-112310,Neurotransmitter release cycle,reactome
Γ-Aminobutyric Acid,R-HSA-1236394,Signaling by ERBB4,reactome
Γ-Aminobutyric Acid,R-HSA-1296041,Activation of G protein gated Potassium channels,reactome
Γ-Aminobutyric Acid,R-HSA-1296059,G protein gated Potassium channels,reactome
Γ-Aminobutyric Acid,R-HSA-1296065,Inwardly rectifying K+ channels,reactome
Γ-Aminobutyric Acid,R-HSA-1296071,Potassium Channels,reactome
Γ-Aminobutyric Acid,R-HSA-352230,Amino acid transport across the plasma membrane,reactome
Γ-Aminobutyric Acid,R-HSA-420499,Class C/3 (Metabotropic glutamate/pheromone receptors),reactome
Γ-Aminobutyric Acid,R-HSA-442660,Na+/Cl- dependent neurotransmitter transporters,reactome
Γ-Aminobutyric Acid,R-HSA-888568,GABA synthesis,reactome
Γ-Aminobutyric Acid,R-HSA-888590,"GABA synthesis, release, reuptake and degradation",reactome
Γ-Aminobutyric Acid,R-HSA-888593,Reuptake of GABA,reactome
Γ-Aminobutyric Acid,R-HSA-916853,Degradation of GABA,reactome
Γ-Aminobutyric Acid,R-HSA-977443,GABA receptor activation,reactome
Γ-Aminobutyric Acid,R-HSA-977444,GABA B receptor activation,reactome
Γ-Aminobutyric Acid,R-HSA-991365,Activation of GABAB receptors,reactome
Γ-Aminobutyric Acid,R-HSA-997272,Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits,reactome
Γ-Aminobutyric Acid,WP3584,MECP2 and associated Rett syndrome,wiki
Γ-Aminobutyric Acid,WP3679,Cell-type dependent selectivity of CCK2R signaling,wiki
Γ-Aminobutyric Acid,WP3869,Cannabinoid receptor signaling,wiki
Γ-Aminobutyric Acid,WP3871,Valproic acid pathway,wiki
Γ-Aminobutyric Acid,WP4157,GABA metabolism (aka GHB),wiki
Γ-Aminobutyric Acid,WP4159,GABA receptor signaling,wiki
Γ-Aminobutyric Acid,WP4486,Role of carnosine in muscle contraction,wiki
Γ-Aminobutyric Acid,WP4549,Fragile X syndrome,wiki
Γ-Aminobutyric Acid,WP4932,7q11.23 copy number variation syndrome,wiki
Γ-Aminobutyric Acid,WP5200,Dravet syndrome,wiki
Γ-Aminobutyric Acid,WP5360,KCNQ2-related epilepsies,wiki
Γ-Aminobutyric Acid,WP5366,NF1 copy number variation syndrome,wiki
Γ-Aminobutyric Acid,WP5444,Acetaminophen in analgesia and antipyresis,wiki
Γ-Aminobutyric Acid,WP5470,Effect of omega-3 PUFA on Huntington's disease pathways,wiki
Γ-Aminobutyric Acid,WP550,Biogenic amine synthesis,wiki
Γ-Aminobutyric Acid,WP727,Monoamine transport,wiki
Malonic Acid,map00250,"Alanine, aspartate and glutamate metabolism",kegg
Malonic Acid,WP4686,"Leucine, isoleucine and valine metabolism",wiki
3-Hydroxybutyric Acid,map00072,Ketone Body Metabolism,kegg
3-Hydroxybutyric Acid,R-HSA-3296197,Hydroxycarboxylic acid-binding receptors,reactome
3-Hydroxybutyric Acid,R-HSA-433692,Proton-coupled monocarboxylate transport,reactome
3-Hydroxybutyric Acid,R-HSA-5619070,Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT),reactome
3-Hydroxybutyric Acid,R-HSA-74182,Ketone body metabolism,reactome
3-Hydroxybutyric Acid,R-HSA-77108,Utilization of Ketone Bodies,reactome
3-Hydroxybutyric Acid,R-HSA-77111,Synthesis of Ketone Bodies,reactome
3-Hydroxybutyric Acid,R-HSA-9749641,Aspirin ADME,reactome
3-Hydroxybutyric Acid,WP3602,Metabolism overview,wiki
3-Hydroxybutyric Acid,WP4686,"Leucine, isoleucine and valine metabolism",wiki
3-Hydroxybutyric Acid,WP4742,Ketogenesis and ketolysis,wiki
3-Hydroxybutyric Acid,WP5175,Disorders in ketone body synthesis,wiki
3-Hydroxybutyric Acid,WP5195,Disorders in ketolysis,wiki
3-Hydroxybutyric Acid,WP661,Glucose homeostasis,wiki
"D,L-Serine",map00270,Methionine Metabolism,kegg
"D,L-Serine",map00450,Selenocompound metabolism,kegg
"D,L-Serine",map00910,Nitrogen metabolism,kegg
"D,L-Serine",R-HSA-1483101,Synthesis of PS,reactome
"D,L-Serine",R-HSA-1614558,Degradation of cysteine and homocysteine,reactome
"D,L-Serine",R-HSA-1614603,Cysteine formation from homocysteine,reactome
"D,L-Serine",R-HSA-1614635,Sulfur amino acid metabolism,reactome
"D,L-Serine",R-HSA-1660661,Sphingolipid de novo biosynthesis,reactome
"D,L-Serine",R-HSA-196757,Metabolism of folate and pterines,reactome
"D,L-Serine",R-HSA-2408508,"Metabolism of ingested SeMet, Sec, MeSec into H2Se",reactome
"D,L-Serine",R-HSA-2408557,Selenocysteine synthesis,reactome
"D,L-Serine",R-HSA-352230,Amino acid transport across the plasma membrane,reactome
"D,L-Serine",R-HSA-379716,Cytosolic tRNA aminoacylation,reactome
"D,L-Serine",R-HSA-379724,tRNA Aminoacylation,reactome
"D,L-Serine",R-HSA-379726,Mitochondrial tRNA aminoacylation,reactome
"D,L-Serine",R-HSA-442660,Na+/Cl- dependent neurotransmitter transporters,reactome
"D,L-Serine",R-HSA-5619044,Defective SLC6A19 causes Hartnup disorder (HND),reactome
"D,L-Serine",R-HSA-5619094,Variant SLC6A14 may confer susceptibility towards obesity,reactome
"D,L-Serine",R-HSA-5659735,Defective SLC6A19 causes Hartnup disorder (HND),reactome
"D,L-Serine",R-HSA-977347,Serine biosynthesis,reactome
"D,L-Serine",WP1422,Sphingolipid pathway,wiki
"D,L-Serine",WP1495,Glycine metabolism,wiki
"D,L-Serine",WP1533,Vitamin B12 metabolism,wiki
"D,L-Serine",WP176,Folate metabolism,wiki
"D,L-Serine",WP241,One-carbon metabolism,wiki
"D,L-Serine",WP2525,"Trans-sulfuration, one-carbon metabolism and related pathways",wiki
"D,L-Serine",WP2533,Glycerophospholipid biosynthetic pathway,wiki
"D,L-Serine",WP3933,Kennedy pathway from sphingolipids,wiki
"D,L-Serine",WP3996,Ethanol effects on histone modifications,wiki
"D,L-Serine",WP4142,Metabolism of sphingolipids in ER and Golgi apparatus,wiki
"D,L-Serine",WP4259,Disorders of folate metabolism and transport,wiki
"D,L-Serine",WP4290,Metabolic reprogramming in colon cancer,wiki
"D,L-Serine",WP4297,Thiamine metabolic pathways,wiki
"D,L-Serine",WP4504,Cysteine and methionine catabolism,wiki
"D,L-Serine",WP4577,Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway,wiki
"D,L-Serine",WP4589,Major receptors targeted by epinephrine and norepinephrine,wiki
"D,L-Serine",WP4628,Aerobic glycolysis - augmented,wiki
"D,L-Serine",WP4688,Serine metabolism,wiki
"D,L-Serine",WP4725,Sphingolipid metabolism overview,wiki
"D,L-Serine",WP4726,Sphingolipid metabolism: integrated pathway,wiki
"D,L-Serine",WP5028,"Glycine metabolism, including IMDs",wiki
"D,L-Serine",WP5029,Amino acid transport defects (IEMs),wiki
"D,L-Serine",WP5049,Glycolysis in senescence,wiki
"D,L-Serine",WP5121,Sphingolipid metabolism in senescence,wiki
"D,L-Serine",WP5166,Glyoxylate metabolism,wiki
"D,L-Serine",WP5194,Synthesis of ceramides and 1-deoxyceramides,wiki
"D,L-Serine",WP5213,Amino acid metabolism in triple-negative breast cancer cells,wiki
"D,L-Serine",WP5312,Metabolic pathways of fibroblasts,wiki
D-Glyceric Acid,map00561,Glycerolipid Metabolism,kegg
