gene,n_metabolites,n_cell_types,n_tests
ENSG00000290469,10,2,12
ENSG00000290588,10,1,10
ENSG00000291054,10,3,11
ENSG00000291112,10,3,10
ENSG00000291247,10,2,11
ENTREP1,10,2,12
ERC1,10,3,10
FAM107A,10,1,10
FAM163B,10,3,11
FAM171A2,10,4,10
FAM217B,10,3,10
FAR2,10,3,10
FGD5,10,1,10
FGD6,10,2,10
FHIT,10,3,17
FHOD1,10,2,12
FJX1,10,5,10
GABBR2,10,2,10
GADD45G,10,4,10
GAL3ST4,10,2,14
GALNT14,10,3,11
GARIN2,10,1,10
GDAP1L1,10,3,10
GJD2,10,1,10
GLCE,10,4,11
GLI2,10,4,11
GLIPR1,10,2,14
GLUD1,10,3,10
GOLIM4,10,3,12
GPC2,10,2,10
GPC3,10,3,14
GPC6-AS1,10,3,12
GPCPD1,10,1,10
GPM6A,10,3,11
GRIP1,10,3,10
GRM5-AS1,10,3,11
GRM8,10,4,11
GTF2IRD2,10,1,10
H2AZ2,10,4,10
H4C9,10,1,10
HACD4,10,2,10
HBG2,10,5,10
HDAC4,10,1,10
HMGB2,10,2,11
HSD17B7,10,2,10
HSF2BP,10,2,11
HSPA12A,10,3,12
HTATSF1,10,4,10
HTR6,10,1,10
IDH2,10,2,10
IDH3B,10,2,10
IFT74,10,2,11
IGSF21-AS1,10,2,11
IL17D,10,2,11
IL5RA,10,1,10
IRAK3,10,3,10
ITPR1-DT,10,2,10
KCNAB2,10,1,10
KIF1A,10,3,13
KLC1,10,3,14
KNOP1,10,3,10
LAMA4,10,5,10
LAMTOR2,10,4,11
LDAF1,10,3,10
LGALS1,10,3,11
LHFPL2,10,2,12
LINC00378,10,4,11
LINC00472,10,4,13
LINC00623,10,2,10
LINC00870,10,2,10
LINC00877,10,2,11
LINC01338,10,2,13
LINC01376,10,1,10
LINC01695,10,1,10
LINC02614,10,3,15
LINC02694,10,2,10
LINC02698,10,4,11
LINC03022,10,3,11
LMAN2,10,3,10
LRP5,10,3,11
LRRC4,10,2,10
LY6E-DT,10,3,12
M1AP,10,2,11
MANEA,10,2,13
MAP9,10,4,13
MCRIP1,10,3,10
MEF2D,10,2,10
MEG9,10,3,10
METTL27,10,2,10
METTL7A,10,1,10
MEX3B,10,3,11
MGLL,10,2,10
MGST1,10,4,12
MRAP2,10,3,10
MRPL9,10,3,10
MRPS30-DT,10,2,11
MT-ND2,10,5,10
MTLN,10,3,10
MYT1,10,3,13
NCOR2,10,4,13
NDUFAF8,10,2,10
NDUFS7,10,4,10
NES,10,4,15
NME3,10,5,10
NOX4,10,4,16
NPFFR2,10,1,10
NR1D2,10,2,14
NUDT14,10,4,11
NUDT16-DT,10,2,11
NUTF2,10,4,10
NYAP2,10,4,10
OPA3,10,2,11
OTOGL,10,2,10
P2RX5,10,1,10
PA2G4,10,5,10
PAQR5,10,2,11
PAX2,10,2,10
PCOLCE,10,3,10
PDE4DIP,10,1,10
PDIA3,10,4,10
PELO-AS1,10,2,11
PGAP4,10,4,10
PGM2L1,10,2,10
PGP,10,2,12
PHF1,10,2,11
PLA2G7,10,3,11
PLEKHA2,10,1,10
PLXDC1,10,1,10
PNMA2,10,5,10
PNPLA7,10,3,15
POLR3G,10,3,10
PPP4C,10,2,13
PSEN2,10,4,13
PSMB10,10,6,10
PTGER3,10,3,12
QRFPR,10,2,13
RAB26,10,2,10
RABL6,10,3,13
RACGAP1,10,2,11
RANBP1,10,3,12
RASAL1,10,2,12
RASGEF1A,10,4,16
RBM3,10,3,10
RBX1,10,5,10
REC114,10,3,10
RGMB-AS1,10,3,11
RGS12,10,1,10
RINL,10,3,12
RMEL3,10,1,10
RND3,10,5,13
RNF7,10,5,10
RPAP3,10,2,11
RPL22L1,10,2,10
RPL26L1,10,5,10
RPS6KA2,10,2,10
SAMD12-AS1,10,2,10
SCLY,10,2,12
SDK1,10,4,10
SELENOS,10,5,10
SEMA4D,10,2,10
SERINC1,10,4,10
SH3RF3,10,3,11
SHISA7,10,1,10
SLC22A3,10,3,11
SLC39A13-AS1,10,3,13
SLC6A11,10,5,13
SLF1,10,3,10
SNED1,10,3,11
SOX1,10,2,10
SP1,10,1,10
SPEG,10,2,10
SPTBN4,10,3,13
STK17A,10,2,10
SUCLG2,10,3,10
SUCLG2-DT,10,1,10
SVEP1,10,3,11
SYN3,10,3,11
SYNE3,10,1,10
TCF3,10,2,10
TDRD12,10,2,14
THEM4,10,2,11
TMBIM6,10,4,10
TMC2,10,3,10
TMEM14A,10,3,10
TMEM232,10,2,10
TMEM256,10,3,10
TMEM272,10,1,10
TMEM51-AS1,10,1,10
TOMM6,10,4,10
TRABD2B,10,3,11
TRAPPC2L,10,4,11
TRDMT1,10,2,14
TRIM11,10,2,11
TRIP13,10,1,10
TXNIP,10,1,10
UBAC1,10,3,10
UBE2F,10,3,16
USP45,10,4,16
WASF3-AS1,10,2,10
WSCD2,10,3,14
XKR7,10,1,10
ZBED3-AS1,10,2,13
ZHX2,10,4,12
ABCA10,9,4,10
ACE,9,1,9
ACTR5,9,1,9
ADGRL4,9,3,9
AIM2,9,3,9
AKAP6,9,3,9
ANO6,9,1,9
APRT,9,5,9
AQP7B,9,2,9
ARF1,9,3,9
ARHGAP42,9,3,11
ARID3A,9,2,9
ARPC4,9,3,9
ARX,9,4,10
ASPHD2,9,3,9
ATP13A4,9,1,9
ATP6AP2,9,4,9
ATP8B2,9,3,10
BAHCC1,9,2,9
BAX,9,3,9
BTD,9,2,10
BVES-AS1,9,3,14
C5orf24,9,4,9
C9orf64,9,1,9
CA13,9,3,11
CABYR,9,1,9
CADPS2,9,4,11
CALB2,9,3,12
CAPN5,9,2,9
CBX3,9,4,9
CCDC191,9,3,10
CCDC81,9,2,9
CCNB2,9,1,9
CCSAP,9,1,9
CCT2,9,5,9
CD101,9,2,9
CD81-AS1,9,1,9
CDH24,9,1,9
CEND1,9,3,12
CFAP74,9,1,9
CHEK2,9,1,9
CLDN18,9,1,9
CLDN5,9,2,9
CLEC2A,9,1,9
CMPK2,9,1,9
CNTN4-AS1,9,3,12
COL4A2,9,2,12
COMTD1,9,3,9
CTNNB1,9,2,12
CTNNBL1,9,4,14
CTPS1,9,3,9
CYRIB,9,2,11
DAB1-AS1,9,3,10
DAD1,9,3,9
DAW1,9,2,12
DCBLD2,9,2,9
DDA1,9,2,9
DDX49,9,2,9
DELEC1,9,2,10
DKK2,9,5,9
DLG4,9,4,10
DMC1,9,2,9
DMPK,9,1,9
DNAAF11,9,3,9
DPYS,9,2,11
DUSP10,9,4,9
DYNLT1,9,4,9
EFCAB6,9,3,12
EFS,9,3,9
EGFLAM,9,2,12
EIF4G2,9,3,10
ELAVL3,9,3,9
ENSG00000223930,9,3,11
ENSG00000225457,9,1,9
ENSG00000227197,9,1,9
ENSG00000230725,9,2,9
ENSG00000233403,9,1,9
ENSG00000235020,9,2,9
ENSG00000235749,9,2,9
ENSG00000235934,9,2,11
ENSG00000236760,9,4,11
ENSG00000236841,9,2,9
ENSG00000241219,9,1,9
ENSG00000248475,9,2,10
ENSG00000249684,9,2,9
ENSG00000249776,9,2,9
ENSG00000249988,9,1,9
ENSG00000251675,9,2,9
ENSG00000253205,9,1,9
ENSG00000253553,9,1,9
ENSG00000253796,9,1,9
ENSG00000254705,9,2,10
ENSG00000255555,9,3,9
ENSG00000255648,9,2,9
ENSG00000257176,9,2,12
ENSG00000257703,9,3,9
ENSG00000258181,9,1,9
ENSG00000258234,9,2,9
ENSG00000258342,9,1,9
ENSG00000258534,9,3,10
ENSG00000258687,9,2,10
ENSG00000259969,9,1,9
ENSG00000259995,9,2,10
ENSG00000266767,9,1,9
ENSG00000267636,9,2,9
ENSG00000267677,9,2,10
ENSG00000267723,9,2,10
ENSG00000270265,9,1,9
ENSG00000272800,9,1,9
ENSG00000274387,9,1,9
ENSG00000275180,9,2,9
ENSG00000277534,9,2,9
ENSG00000281732,9,2,9
ENSG00000282890,9,2,10
ENSG00000284837,9,3,12
ENSG00000284959,9,3,13
ENSG00000285584,9,2,11
ENSG00000285834,9,3,12
ENSG00000285906,9,2,10
ENSG00000285940,9,3,9
ENSG00000286084,9,4,12
ENSG00000286085,9,2,9
ENSG00000286457,9,2,9
ENSG00000286605,9,2,9
ENSG00000286635,9,1,9
ENSG00000286946,9,2,9
ENSG00000287069,9,3,11
ENSG00000287159,9,4,9
ENSG00000287558,9,3,11
ENSG00000287593,9,1,9
ENSG00000287737,9,1,9
ENSG00000287907,9,3,9
ENSG00000288088,9,2,9
ENSG00000288543,9,1,9
ENSG00000288828,9,2,9
ENSG00000289055,9,2,9
ENSG00000289207,9,1,9
ENSG00000289349,9,3,9
ENSG00000290569,9,3,9
ENSG00000290976,9,5,9
ENSG00000290995,9,2,9
ENSG00000291133,9,4,11
ENSG00000291166,9,2,9
ERRFI1,9,2,10
ETNPPL,9,1,9
EVA1C,9,2,12
F5,9,3,12
FAM118A,9,1,9
FAM136A,9,3,10
FAM172A,9,3,11
FASN,9,4,9
FBF1,9,3,11
FBXL7,9,2,9
FOXP4-AS1,9,2,9
FUNDC2,9,3,9
FZD2,9,2,9
GABRG2,9,2,9
GADL1,9,2,11
GALNT16-AS1,9,3,12
GAS2,9,3,9
GDPD5,9,3,10
GJC1,9,4,10
GPR171,9,2,12
GPR87,9,2,11
GRIK1-AS1,9,3,12
H2AC8,9,3,9
H2BC3,9,1,9
HEG1,9,2,9
HES1,9,2,9
HMGA2,9,4,9
HPGD,9,2,10
HPRT1,9,2,11
HS3ST3B1,9,2,10
HSPA1A,9,3,9
ICA1,9,2,9
IFI16,9,3,11
IL4R,9,1,9
ILF2,9,5,9
INAFM1,9,4,9
INHA,9,3,13
INSYN2A,9,3,14
IPCEF1,9,2,9
IRF2BPL,9,2,9
ITGA9,9,3,11
ITGBL1,9,2,9
JAG1,9,5,10
JUNB,9,3,10
KCNA1,9,2,11
KCNH5,9,6,11
KCNMB3,9,1,9
KIF24,9,1,9
LAGE3,9,4,10
LARGE1,9,2,9
LHPP,9,3,10
LINC00159,9,1,9
LINC00440,9,2,9
LINC00504,9,3,10
LINC00534,9,3,9
LINC00922,9,3,9
LINC01301,9,1,9
LINC01422,9,1,9
LINC01800,9,2,9
LINC02160,9,1,9
LINC02202,9,1,9
LINC02246,9,2,10
LINC02251,9,2,9
LINC02306,9,2,9
LINC02641,9,1,9
LINC02717,9,2,9
LINC02934,9,4,9
LINC03036,9,2,9
LMNTD2-AS1,9,1,9
LNX1,9,3,11
LOXL1,9,2,11
LPAR1,9,4,10
LRPAP1,9,4,10
MAFB,9,3,10
MAMDC2-AS1,9,1,9
MAMLD1,9,3,10
MAP1A,9,5,9
MAP1LC3A,9,5,9
MAP7D2,9,2,10
MAPKAPK2,9,1,9
MEGF6,9,1,9
MESP1,9,2,9
METAP1D,9,2,9
MIDN,9,3,9
MIMT1,9,2,12
MIR217HG,9,2,9
MPP3,9,1,9
MPPED2,9,4,13
MRFAP1L1,9,6,9
MRPL21,9,4,9
MYDGF,9,3,9
MYOCD,9,1,9
MYOZ2,9,3,10
NAA10,9,3,9
NAA11,9,2,9
NALF2,9,3,12
NDUFB9,9,4,9
NEDD4L,9,3,11
NENF,9,3,9
NIPAL1,9,4,16
NLGN4Y,9,2,9
NTS,9,4,17
OCIAD2,9,3,10
OTUD7A,9,2,12
OXNAD1,9,3,10
PACRG-AS3,9,2,12
PAK1,9,1,9
PAQR8,9,2,9
PCAT18,9,3,12
PCDH9-AS2,9,3,10
PCLAF,9,3,9
PDE6B,9,2,9
PDGFA,9,2,11
PEA15,9,2,9
PER1,9,1,9
PER3,9,2,10
PHLPP1,9,3,11
PIK3R5,9,3,10
PIN1,9,4,9
PJA1,9,4,9
PKM,9,4,10
PLAC9,9,1,9
PLEKHG1,9,4,10
PLOD3,9,3,9
PMVK,9,4,9
PNMA1,9,3,9
PNRC1,9,1,9
POLR2J,9,3,9
POSTN,9,3,9
PPP1R1A,9,5,15
PPP1R26-AS1,9,2,9
PQBP1,9,4,9
PRDX4,9,2,9
PTGFR,9,3,11
PTP4A2,9,3,9
PTX3,9,2,9
PWWP3A,9,3,12
RAB3B,9,1,9
RAB40B,9,1,9
RAD51C,9,1,9
RASSF2,9,3,9
RBMS2,9,2,11
RBPJ,9,1,9
RCC2,9,1,9
RCN1,9,4,10
REEP3,9,2,10
RFX3,9,5,11
RHOB,9,3,9
RNH1,9,3,9
RNLS,9,2,9
RRAS2,9,3,9
RSU1,9,1,9
RTL1,9,2,9
RUNDC3B,9,3,11
SAMD4A,9,2,9
SCLT1,9,2,10
SDCBP2,9,3,10
SEL1L2,9,2,9
SEMA6A-AS1,9,2,10
SERPINB9,9,2,9
SFXN2,9,2,12
SHC2,9,3,10
SIK3,9,3,10
SILC1,9,1,9
SKIL,9,2,9
SLC12A5,9,3,9
SLC24A3-AS1,9,1,9
SLC26A7,9,4,9
SLC6A16,9,2,11
SLC7A14,9,2,9
SNTB1,9,2,9
SON,9,3,9
SSNA1,9,3,9
SSPN,9,2,11
STOX1,9,3,10
SYP,9,2,10
SYTL2,9,4,11
TAPBP,9,1,9
TCF25,9,5,10
TDRD6-AS1,9,1,9
TEX30,9,2,10
TGFBR3,9,4,12
THEM6,9,1,9
TJP2,9,3,9
TLE5,9,4,10
TM9SF3,9,1,9
TMC1,9,4,10
TMEM64,9,2,9
TPGS1,9,4,9
TPM4,9,1,9
TRIM17,9,1,9
TRPC5OS,9,1,9
TRPM2,9,3,10
TRPV3,9,1,9
TTYH1,9,3,9
UNC80,9,2,9
UQCRFS1,9,5,9
VDAC2,9,4,9
VPS13A,9,2,10
VSTM2B,9,2,9
WNT9A,9,1,9
XYLB,9,2,10
YES1,9,4,9
YWHAH-AS1,9,4,14
ZNF423,9,4,12
ZNF432,9,2,9
ZNF488,9,1,9
ZNF804A,9,2,9
ZP3,9,4,13
ABCA9-AS1,8,1,8
ABCB1,8,1,8
ADAM28,8,1,8
ADAMTS2,8,3,11
ADAMTSL3,8,3,9
ADGRA1-AS1,8,3,8
ADGRB1,8,4,10
AGA-DT,8,3,8
AGAP2,8,3,9
AGBL1,8,4,10
AKAP12,8,3,8
AKR1A1,8,3,8
AKT1,8,3,9
ANKRD13A,8,3,9
ANO1,8,2,10
ANXA2,8,3,8
ANXA4,8,2,8
AOPEP,8,4,8
ARHGEF33,8,2,8
ARMCX3,8,6,10
ARSF,8,4,9
ATF7IP2,8,1,8
AURKC,8,2,8
B3GALT1,8,4,13
BCL11A,8,3,9
BICC1,8,3,10
BNIP5,8,2,9
C12orf75,8,2,8
C14orf132,8,4,8
C4orf47,8,4,10
C5orf63,8,1,8
CA4,8,2,8
CABCOCO1,8,2,8
CABP7,8,2,8
CACNA1B,8,2,8
CALU,8,2,8
CAMK4,8,3,8
CANX,8,4,8
CASC15,8,6,9
CBLN1,8,2,8
CCDC136,8,2,8
CCDC137,8,3,8
CCDC18,8,2,9
CCND2,8,3,9
CCNJL,8,2,8
CD99,8,2,8
CDC25B,8,2,8
CDC42EP4,8,2,11
CDH11,8,1,8
CERS6,8,3,11
CFAP206,8,2,9
CFAP46,8,1,8
CGREF1,8,1,8
CHAT,8,2,10
CHL1-AS1,8,2,8
CHST3,8,2,8
CLCA4-AS1,8,2,8
CLEC2D,8,2,8
CLMN,8,2,11
CLRN1-AS1,8,2,8
CLTCL1,8,2,9
CMTR2,8,1,8
CNIH3-AS2,8,1,8
CNRIP1,8,3,9
CNTNAP3B,8,2,8
COL6A1,8,3,9
COL7A1,8,3,11
CPED1,8,2,11
CROCCP2,8,3,8
CROT,8,2,8
CRPPA,8,2,8
CX3CL1,8,4,10
CYP27C1,8,1,8
CYP7B1,8,1,8
DHCR7,8,2,8
DKK1,8,2,8
DSCAS,8,1,8
DYRK3,8,2,8
EFHD1,8,1,8
EFNB1,8,2,8
EGLN3-AS1,8,2,10
EIF3G,8,5,8
EIF4G1,8,3,8
ELMO1-AS1,8,3,8
ELN,8,1,8
EMP2,8,1,8
EMX2,8,3,8
ENSG00000224384,8,2,10
ENSG00000224404,8,2,9
ENSG00000225144,8,1,8
ENSG00000225325,8,1,8
ENSG00000225689,8,2,8
ENSG00000225885,8,3,13
ENSG00000226296,8,1,8
ENSG00000228804,8,2,8
ENSG00000230105,8,3,9
ENSG00000231132,8,2,8
ENSG00000235427,8,1,8
ENSG00000235494,8,2,10
ENSG00000236733,8,4,9
ENSG00000237654,8,3,8
ENSG00000237713,8,2,11
ENSG00000238246,8,3,10
ENSG00000244706,8,2,8
ENSG00000248656,8,1,8
ENSG00000250863,8,1,8
ENSG00000251294,8,2,8
ENSG00000251314,8,1,8
ENSG00000253420,8,1,8
ENSG00000253776,8,1,8
ENSG00000254746,8,2,10
ENSG00000255041,8,2,8
ENSG00000255506,8,2,9
ENSG00000256654,8,2,12
ENSG00000257438,8,1,8
ENSG00000258216,8,1,8
ENSG00000264254,8,2,9
ENSG00000265115,8,2,9
ENSG00000267061,8,2,9
ENSG00000267417,8,1,8
ENSG00000267529,8,1,8
ENSG00000268081,8,3,8
ENSG00000268119,8,3,12
ENSG00000268873,8,3,9
ENSG00000269289,8,1,8
ENSG00000269883,8,1,8
ENSG00000271725,8,1,8
ENSG00000272509,8,2,8
ENSG00000274767,8,2,8
ENSG00000284705,8,1,8
ENSG00000285553,8,3,10
ENSG00000285595,8,2,11
ENSG00000285621,8,3,8
ENSG00000285675,8,5,8
ENSG00000285693,8,1,8
ENSG00000285958,8,1,8
ENSG00000286292,8,1,8
ENSG00000286353,8,3,8
ENSG00000286749,8,1,8
ENSG00000286891,8,3,9
ENSG00000286951,8,3,8
ENSG00000286953,8,3,10
ENSG00000287117,8,1,8
ENSG00000287579,8,2,10
ENSG00000287839,8,2,9
ENSG00000287957,8,1,8
ENSG00000287996,8,1,8
ENSG00000288015,8,1,8
ENSG00000288091,8,1,8
ENSG00000288691,8,1,8
ENSG00000289270,8,3,8
ENSG00000289510,8,3,9
ENSG00000289611,8,1,8
ENSG00000289854,8,1,8
ENSG00000289860,8,2,8
ENSG00000289877,8,3,8
ENSG00000289893,8,1,8
ENSG00000290457,8,4,11
ENSG00000290803,8,1,8
ENSG00000290817,8,1,8
ERMAP,8,2,8
ESR2,8,3,8
ESYT3,8,2,9
F2R,8,2,8
FAM163A,8,3,8
FAM53B,8,1,8
FANCM,8,3,9
FBXO32,8,2,9
FCHO1,8,3,9
FKBP9,8,1,8
FLACC1,8,1,8
FSD1,8,2,8
FXYD6-AS1,8,1,8
FZD7,8,4,9
GABRG3-AS1,8,5,8
GARIN5A,8,1,8
GAS2L3,8,3,8
GCSIR,8,1,8
GFRA2,8,2,8
GLS2,8,3,8
GLUD1P2,8,1,8
GNB2,8,5,8
GNG5,8,2,8
GOLGA8B,8,1,8
GPAA1,8,4,8
GPD1L,8,1,8
GPR176,8,5,8
GPR39,8,5,8
GRHPR,8,3,8
GRIP2,8,2,9
GSTO2,8,2,9
GTF2A2,8,3,8
H2AX,8,3,8
HAS2,8,3,10
HAS3,8,1,8
HAX1,8,3,8
HCN2,8,2,8
HELLS,8,2,9
HERC2P3,8,3,13
HHIP,8,5,9
HIGD1A,8,3,8
HMCES,8,1,8
HMCN1,8,3,11
HMGA2-AS1,8,3,8
HMGN3,8,2,8
HOMER3,8,1,8
HSDL2-AS1,8,1,8
HTR1D,8,2,9
HTR4,8,3,9
IGFBPL1,8,4,8
IKZF1,8,3,10
IMPDH2,8,4,8
INTS4P1,8,2,8
ISM1,8,1,8
IVD,8,1,8
KCNIP1-AS1,8,2,8
KCNK2,8,2,9
KCTD9,8,2,8
KDELR1,8,3,13
KLF13,8,1,8
KLF5,8,3,11
KLHL3,8,3,13
LARRPM,8,2,9
LEPROT,8,2,8
LINC00310,8,1,8
LINC00513,8,2,9
LINC00840,8,1,8
LINC01277,8,3,10
LINC01284,8,3,12
LINC01344,8,2,8
LINC01533,8,2,8
LINC01570,8,2,10
LINC01640,8,3,8
LINC01708,8,3,16
LINC01801,8,3,9
LINC01962,8,2,8
LINC02055,8,4,8
LINC02060,8,1,8
LINC02074,8,2,9
LINC02191,8,2,8
LINC02636,8,2,8
LINC02968,8,3,9
LINC02997,8,2,8
LPAR2,8,2,8
LPCAT4,8,2,9
LRFN4,8,5,8
LRRC1,8,2,9
LRRC3B,8,5,12
LRRIQ1,8,2,10
LRRTM4,8,5,8
LY6E,8,4,8
LYPD6B,8,4,8
MACIR,8,2,9
MAGEF1,8,3,8
MANCR,8,2,8
MANF,8,3,8
MAP2K1,8,1,8
MEGF8,8,2,8
MEIKIN,8,3,9
MID1IP1,8,3,8
MIPOL1,8,2,8
MROH9,8,3,9
MRPL44,8,2,8
MRPL52,8,4,9
MRPL54,8,4,8
MSR1,8,1,8
MT-CYB,8,4,8
MTRFR,8,1,8
MYO7A,8,2,8
MYOCD-AS1,8,3,8
NECAB3,8,2,8
NEDD4,8,1,8
NHERF2,8,2,8
NHSL1-AS1,8,2,8
NIFK,8,3,8
NLK,8,4,10
NRIP3,8,2,8
NSMCE3,8,2,8
NT5C3B,8,2,8
NTSR1,8,2,9
NUCKS1,8,4,8
NXNL2,8,2,8
OR7D2,8,2,8
OSTN,8,2,8
OTUB1,8,2,8
OVGP1,8,1,8
P2RY12,8,2,11
P3H2-AS1,8,2,12
PAAF1,8,1,8
PCYOX1,8,3,8
PDE6B-AS1,8,2,8
PDK1,8,1,8
PGAP1,8,3,8
PGAP6,8,1,8
PHF11,8,2,11
PLCH2,8,1,8
PLCZ1,8,2,8
PLEKHG2,8,1,8
PLEKHG3,8,2,8
POLR2G,8,5,8
POPDC3,8,3,11
PPP1CA,8,3,8
PPP1R9B,8,4,8
PRANCR,8,2,8
PRKAG2,8,2,12
PRKCQ-AS1,8,3,9
PRKN,8,2,8
PROS1,8,2,8
PRR36,8,4,8
PSAP,8,4,8
PSMC5,8,3,8
PSMD7-DT,8,2,11
PTCSC1,8,1,8
PTGDR,8,1,8
PTPRA,8,2,9
PTPRE,8,3,8
PTPRF,8,2,8
PTPRK-AS1,8,1,8
PUS7,8,3,9
RALGPS2,8,3,10
RAPGEF2,8,3,10
RAPGEF6,8,2,9
RASGRF2,8,3,8
RASGRP1,8,5,8
RCBTB1,8,3,15
RELB,8,2,8
RFX4,8,3,9
RHBDL3,8,3,9
RIC3,8,4,9
RIPK2-DT,8,2,11
RNF2,8,2,9
RNF26,8,2,8
RPS4Y1,8,4,8
RSPH4A,8,1,8
RSPO3,8,4,8
RUBCN,8,1,8
SAMMSON,8,1,8
SCGN,8,3,9
SCN5A,8,1,8
SEMA3B,8,1,8
SERTM1,8,2,8
SGMS1-AS1,8,1,8
SHANK3,8,1,8
SHISA8,8,1,8
SLC15A2,8,1,8
SLC22A7,8,1,8
SLC25A1,8,4,8
SLC27A6,8,4,11
SLC29A1,8,2,9
SLC2A9,8,2,8
SLITRK2,8,3,8
SMCR5,8,2,8
SNAPC1,8,1,8
SNHG28,8,2,9
SNRK-AS1,8,1,8
SORCS2,8,2,11
SOWAHB,8,1,8
SPIRE1,8,4,9
SPTB,8,3,11
SQLE,8,3,8
SSB,8,4,8
SSBP4,8,3,9
ST3GAL1-DT,8,1,8
ST6GAL1,8,2,11
STAC2,8,3,9
STON2,8,4,15
SUB1,8,5,8
SYNPR,8,5,9
TCAF1,8,1,8
TCEA2,8,4,8
TDRG1,8,5,9
TENM4,8,5,8
TFAP2A,8,2,8
TGFBR1,8,3,10
THY1,8,2,8
TIMM8B,8,4,8
TIMP1,8,2,8
TLN1,8,3,8
TMCO1,8,2,8
TMEM200C,8,3,14
TMEM205,8,4,9
TMEM74,8,1,8
TMOD2,8,1,8
TNC,8,4,10
TNPO1,8,3,10
TOX-DT,8,3,9
TOX2,8,3,11
TPBG,8,2,9
TPO,8,2,8
TRAF3IP2,8,2,8
TSPYL4,8,3,8
TSTD1,8,5,8
TTC22,8,2,10
TTYH3,8,2,12
TUBB8,8,2,8
UBTF,8,3,9
UBXN6,8,2,8
USP1,8,3,9
USP16,8,1,8
VRK1,8,4,10
VWA5A,8,3,9
ZBTB8B,8,2,9
ZEB2-AS1,8,1,8
ZNF257,8,1,8
ZNF395,8,2,8
ZNF467,8,2,9
ZNF503,8,2,9
ZNF541,8,2,8
ZNF684,8,2,9
ZNF704,8,3,8
ZNF763,8,1,8
ZNF800,8,1,8
ZNG1E,8,2,9
ZSWIM4,8,2,8
ZSWIM7,8,2,8
ACO1,7,1,7
ACTR3C,7,2,8
ADAL,7,3,9
ADAM29,7,4,8
ADAMTS14,7,2,7
ADAMTS16-DT,7,2,7
ADARB1,7,3,9
ADORA1,7,1,7
AGFG2,7,2,7
AHCYL2,7,1,7
AKNAD1,7,3,13
ANGPT1,7,2,7
ANKRD44-IT1,7,1,7
APP-DT,7,2,10
ARHGAP22,7,3,7
ARHGEF26,7,1,7
ARHGEF35-AS1,7,1,7
ASAH1,7,3,7
ASCC3,7,1,7
ATG101,7,2,7
ATP1B2,7,2,7
ATP23,7,3,10
B4GALNT3,7,2,7
B4GALT1-AS1,7,2,7
BCDIN3D-AS1,7,1,7
BCL9L,7,2,7
BCS1L,7,2,7
BDH1,7,1,7
BFSP1,7,1,7
BMAL2,7,3,9
BRD2,7,4,7
BRI3BP,7,2,7
BTBD3-AS1,7,1,7
C10orf95-AS1,7,1,7
C1RL-AS1,7,1,7
C5orf34,7,3,8
C8orf33,7,5,7
CAD,7,1,7
CADM3,7,1,7
CAMLG,7,3,7
CASP8,7,2,8
CCDC126,7,1,7
CCDC144BP,7,3,8
CCDC148,7,3,7
CCDC184,7,5,7
CCDC92B,7,1,7
CCK,7,3,8
CCN2,7,1,7
CCNI2,7,1,7
CCS,7,2,7
CCT6A,7,2,7
CDH13-AS1,7,1,7
CEACAM19,7,1,7
CFD,7,1,7
CHMP3,7,3,7
CHMP5,7,4,7
CHRM3-AS2,7,4,8
CLIP2,7,1,7
CLIP3,7,4,7
CMC2,7,2,7
CNBP,7,3,7
CNTN2,7,4,7
COA8,7,3,7
COL11A1,7,4,7
COL11A2,7,2,8
COL4A1,7,3,8
COLGALT2,7,2,7
COPZ1,7,4,7
CPEB3,7,1,7
CRAT37,7,1,7
CTBP2,7,2,8
CTNNBIP1,7,1,7
CUBN,7,1,7
DBN1,7,4,7
DDI2,7,1,7
DDX27,7,3,7
DEGS1,7,2,7
DIPK2A,7,3,10
DLGAP3,7,1,7
DTX4,7,2,8
DUSP4,7,2,8
DYNC2I2,7,2,7
DYNLL2,7,4,7
EDDM13,7,1,7
EFCAB6-DT,7,1,7
EFR3A,7,1,7
ELAC1,7,1,7
ELOC,7,3,7
EME2,7,1,7
EMG1,7,2,7
ENSG00000207751,7,1,7
ENSG00000224819,7,3,9
ENSG00000227713,7,1,7
ENSG00000230379,7,2,8
ENSG00000231557,7,2,8
ENSG00000231769,7,3,12
ENSG00000232886,7,2,7
ENSG00000233044,7,3,8
ENSG00000237720,7,2,8
ENSG00000238272,7,3,9
ENSG00000240401,7,1,7
ENSG00000248431,7,3,12
ENSG00000248991,7,2,7
ENSG00000249413,7,3,7
ENSG00000249984,7,2,7
ENSG00000250453,7,4,15
ENSG00000251009,7,1,7
ENSG00000251488,7,3,10
ENSG00000253288,7,5,13
ENSG00000253496,7,1,7
ENSG00000253690,7,1,7
ENSG00000253762,7,1,7
ENSG00000253853,7,2,10
ENSG00000253859,7,1,7
ENSG00000253932,7,1,7
ENSG00000254556,7,1,7
ENSG00000254987,7,2,7
ENSG00000255046,7,2,7
ENSG00000255334,7,1,7
ENSG00000255580,7,3,7
ENSG00000256789,7,1,7
ENSG00000257526,7,1,7
ENSG00000258312,7,3,11
ENSG00000258663,7,1,7
ENSG00000258702,7,2,8
ENSG00000259124,7,4,9
ENSG00000259639,7,1,7
ENSG00000259929,7,2,11
ENSG00000260173,7,1,7
