"Compound.ID","Name","Formula","Sample01","Sample08","Sample09","Sample10","Sample19","Sample20","Sample32","Sample35"
"Amide-Neg-000094","Levulinic Acid","C5 H8 O3",121126.635012572,662863.599833276,215860.40850857,626830.4371077,522840.678359389,225838.469592343,699628.594540091,746994.103438637
"Amide-Neg-000097","Succinic anhydride","C4 H4 O3",11452882.5380865,NA,5786364.66169531,35579588.8700288,13502287.3447685,7042120.23408208,NA,9333353.67427959
"Amide-Neg-000103","2,3-pentanedione","C5 H8 O2",16413.020550746,87071.6841414817,NA,NA,21748.5942860978,3553.39562391906,4109.13200788854,5779.40270710895
"Amide-Neg-000104","Ethyl acetoacetate","C4 H6 O3",3279981.30611955,16134959.4393048,4868885.97987289,7965866.61661258,6785960.88699071,5776492.81282677,16708265.418042,9373891.306832
"Amide-Neg-000108","2-Oxobutanoic acid","C4 H6 O3",NA,NA,NA,2502951.04992089,1304304.49161038,446236.086441042,1657913.42248464,1799248.53565624
"Amide-Neg-000109","Ethyl acetoacetate","C4 H6 O3",NA,767120.960085239,NA,1887533.15787269,NA,636408.480378306,960696.985367078,3071317.43008443
"Amide-Neg-000114","γ-Aminobutyric acid","C4 H9 N O2",963189.430182465,3408236.21265308,1568868.02043248,2264029.79994493,2919018.0434042,2086724.86563314,2591930.81337933,1846189.53490558
"Amide-Neg-000115","γ-Aminobutyric acid","C4 H9 N O2",1064917.20103944,2829589.95387259,1018279.03384647,1540693.29040745,1633685.20684167,1515152.35932214,3563501.54137628,782353.296218529
"Amide-Neg-000116","Malonic acid","C3 H4 O4",2737132.68345909,677304.064519706,2603350.39968852,6984549.5972563,3789283.12227304,930928.086990781,2133296.59191933,6237968.57287442
"Amide-Neg-000118","3-Hydroxybutyric acid","C4 H8 O3",1228206.80353957,1313097.98300441,2943275.32057175,10153137.0834704,3175965.98105574,1438910.14559384,1722137.23058105,5445054.59217999
"Amide-Neg-000119","d,l-Serine","C3 H7 N O3",5592975.65086244,18633890.1129556,4920655.51704651,6758395.43939103,9485551.13192899,7015526.39398161,11345353.9956608,5836712.43526493
"Amide-Neg-000124","L-Cycloserine","C3 H6 N2 O2",499476.945597436,722139.492614225,105489.568069119,933125.321968565,166236.447051503,509945.508920276,607125.998118547,360722.676031505
"Amide-Neg-000125","3-Hydroxybutyric acid","C4 H8 O3",370833.575505794,380464.818642678,433602.044614508,778251.748035497,384902.231099269,235468.578780736,306984.720967126,448348.312076631
"Amide-Neg-000127","d,l-Serine","C3 H7 N O3",53247.3299635686,404736.704205693,211886.978577039,315363.012069863,391674.198101106,104884.559008716,232946.33600312,33742.1505151543
"Amide-Neg-000129","D-Glyceric acid","C3 H6 O4",485698.368943395,1448168.04180001,NA,983599.379831709,NA,NA,1325789.50820777,740205.697113374
"Amide-Neg-000135","D-Glyceric acid","C3 H6 O4",48849.5282025149,58784.9334796968,NA,NA,NA,NA,NA,NA
"Amide-Neg-000136","Hypotaurine","C2 H7 N O2 S",2270341.87132144,5293729.35307209,2075399.54820377,3594534.17580724,2781388.31243222,1222046.27641525,1629984.83143357,2086300.08657781
"Amide-Neg-000140","3-Hydroxy-1,2-dihydropyridin-2-one","C5 H5 N O2",NA,8217.15774836979,3520.20295582934,36111.8692454478,6776.74749208268,24108.1712318752,29845.5400244273,27627.590874731
"Amide-Neg-000141","2,6-Dihydroxypyridine HCl","C5 H5 N O2",NA,NA,NA,31545.7227429748,NA,NA,NA,5098.87179042592
"Amide-Neg-000144","PYRROLE-2-CARBOXYLATE","C5 H5 N O2",6553.57141946414,5780.91420700222,NA,47730.9565914491,NA,16694.4536972045,4676.55801239178,NA
"Amide-Neg-000145","Histamine","C5 H9 N3",93983.7264564207,170559.489812273,76840.584623545,61408.4490607906,124655.663190075,135600.951063785,170078.031128294,45701.5435038438
"Amide-Neg-000149","2-Furoic acid","C5 H4 O3",1629341.63922569,8727282.5162323,4097352.49172494,9482964.97663546,8129650.60288405,4252430.72091886,9319048.88070993,1375079.5981045
"Amide-Neg-000150","2-Furoic acid","C5 H4 O3",2526439.78936738,3046186.27349703,1242230.82439396,3141538.49603865,3475992.08346038,1520978.08342803,2327546.65105402,1850879.76302795
"Amide-Neg-000158","Maleic hydrazide","C4 H4 N2 O2",8905860.49034933,2840783.08316084,8921048.15078487,7654303.19004722,7702936.30610554,1082870.66457169,1017559.02148185,6829166.18763641
"Amide-Neg-000160","Maleic hydrazide","C4 H4 N2 O2",NA,NA,122653.240854572,169298.791696734,NA,114552.083310157,NA,NA
"Amide-Neg-000163","Creatine","C4 H9 N3 O2",5477868.44071735,5057310.90542284,NA,6756844.1837678,7987614.33168772,6048096.59806232,710456.562187933,5096380.04762026
"Amide-Neg-000171","Glutaric anhydride","C5 H6 O3",138095.424570995,209976.441897768,145551.125028895,480808.161799826,337673.125056739,186983.900320984,347793.241648718,277276.256097754
"Amide-Neg-000172","L-Aspartic acid","C4 H7 N O4",1617315.23965991,3768870.30145848,1572666.98193377,2788417.04267421,2027932.21734372,2859893.59766388,2604638.00813971,1104863.75226657
"Amide-Neg-000174","D-Proline","C5 H9 N O2",8371621.08944243,13275526.8136041,5048274.97448252,9266846.9045209,10890924.8925348,5111497.71256462,8467893.82541087,7014453.05362847
"Amide-Neg-000195","L-Malic acid","C4 H6 O5",3981873.074544,51299926.3024558,10329434.8078783,5919486.8399732,20331748.2286169,NA,26061496.7981497,13133775.1474555
"Amide-Neg-000198","Maleic acid","C4 H4 O4",517628.721105309,654603.003653201,253800.820138251,311772.111368847,373128.221910016,330116.326200459,434165.227271492,224369.052672264
"Amide-Neg-000199","L-Malic acid","C4 H6 O5",2276203.06339457,1720862.94601064,1091593.88449179,2591700.49380837,2147780.57668809,1254325.51614451,4174241.13842589,1473444.30081014
"Amide-Neg-000209","Methyl acetoacetate","C5 H8 O3",1496515.12255465,1072038.98622242,457402.538869627,1846314.73914501,1269722.27842294,385749.333060003,789927.042799312,1022403.06677497
"Amide-Neg-000214","L-valine","C5 H11 N O2",8863469.72703554,18352323.1270163,7255450.95266733,11960410.4050594,12383575.9479895,5780515.89447275,9229880.94531103,7936188.95850846
"Amide-Neg-000219","N-Acetylglycine","C4 H7 N O3",487490.887093249,569617.384002867,408449.403889617,831444.255558387,700492.428203718,364403.0367989,629091.19457653,433125.342683763
"Amide-Neg-000220","L-Threonic acid-1,4-lactone","C4 H6 O4",2563921.92484018,2463364.19293575,1811090.76971845,3811651.50102059,3084311.99226791,1404053.11134371,2269534.0899638,2435986.79276537
"Amide-Neg-000221","Succinic acid","C4 H6 O4",NA,397278.230768599,NA,NA,219183.651942245,NA,NA,NA
"Amide-Neg-000224","Succinic acid","C4 H6 O4",688139.788300882,1738860.50110114,522350.396633332,1132546.38327494,1134858.78410639,813454.829891101,1426435.592991,579271.178592128
"Amide-Neg-000230","L-Threonic acid-1,4-lactone","C4 H6 O4",648431.513120146,NA,NA,1100682.52418949,889600.000959349,NA,362084.287152117,NA
"Amide-Neg-000234","L-threonine","C4 H9 N O3",21761846.1183352,10567234.5070244,12211015.8343791,21606685.104485,32556386.0024427,16154870.2214043,10072085.4793172,4564785.92018647
"Amide-Neg-000235","D-Threonine","C4 H9 N O3",NA,NA,NA,NA,NA,NA,NA,6858000.09765484
"Amide-Neg-000237","L-threonine","C4 H9 N O3",595846.861658877,496013.215890259,343121.836407725,480608.689323751,647002.611340594,187605.004821212,379552.621577754,180293.245842581
"Amide-Neg-000252","Meso-erythritol","C4 H10 O4",364872.076047657,1677074.45441606,244309.153072093,502855.041899717,525189.243100249,219744.398968203,427701.101853538,328560.125505751
"Amide-Neg-000279","1,2,4-Trihydroxybenzene","C6 H6 O3",187157.919452454,NA,249973.438866629,NA,463667.602438146,231844.361416971,NA,NA
"Amide-Neg-000286","L-Glutamic acid","C5 H9 N O4",253107.582423713,562883.168278043,208445.372196381,412864.931993013,427031.297275616,289896.058927468,407060.356890562,210809.822779737
"Amide-Neg-000287","L-Pyroglutamic acid","C5 H7 N O3",24411937.0215325,30351797.4009487,25627995.7673219,70569758.4355831,48009100.8096669,NA,36759244.695935,39287944.2274955
"Amide-Neg-000289","L-Pyroglutamic acid","C5 H7 N O3",283368.274849009,592496.223308553,186539.653334567,531592.231254388,483360.688956588,241766.921644294,NA,NA
"Amide-Neg-000291","DL-Pyroglutamic acid","C5 H7 N O3",NA,NA,NA,NA,NA,22793355.6369264,NA,NA
"Amide-Neg-000292","5,5-Dimethyloxazolidine-2,4-dione","C5 H7 N O3",1014600.81507205,1693548.60975318,647148.80009483,1283673.12812514,1403241.5677449,758815.772683018,1246338.20016004,781267.862811932
"Amide-Neg-000296","5,5-Dimethyloxazolidine-2,4-dione","C5 H7 N O3",NA,NA,2790209.06117282,NA,2443768.63875997,4016223.03167736,1471519.82229103,6013125.03163782
"Amide-Neg-000297","O-Acetylserine","C5 H9 N O4",NA,2881.54740235101,NA,NA,NA,5257973.4829044,4447.61515487822,NA
"Amide-Neg-000299","Pipecolic acid","C6 H11 N O2",127103.184511006,104473.187665584,64621.8699053715,152068.50090969,128986.031784912,154775.210855323,152898.215501907,51275.5238851618
"Amide-Neg-000305","Monomethyl fumarate","C5 H6 O4",4556744.81155815,2097504.74196851,3816110.9870323,22942929.909096,6439368.22314641,NA,8635874.19622491,NA
"Amide-Neg-000306","Citraconic acid","C5 H6 O4",827633.419945297,544761.259000382,NA,NA,1109394.31728459,462335.226858597,NA,755482.757275279
"Amide-Neg-000307","Citraconic acid","C5 H6 O4",1693786.41621169,NA,NA,3242216.94413157,2550964.73436788,NA,NA,NA
"Amide-Neg-000308","Itaconic acid","C5 H6 O4",161448.352893813,468871.739968276,104799.543747481,213279.317622059,234717.373210501,158471.507817991,344122.425171702,226277.120012126
"Amide-Neg-000310","3-Methyl-2-oxovaleric acid calcium salt","C6 H10 O3",4899223.44069311,3825617.75884597,1919178.99884035,5899707.65063437,4729693.16298005,1228365.9529747,2834306.85428205,3917066.11394977
"Amide-Neg-000312","Tiglic aldehyde","C5 H8 O",NA,NA,NA,1647500.29070708,NA,NA,1051903.29072394,1099826.03815271
"Amide-Neg-000314","Mesaconic acid","C5 H6 O4",358755.220883158,NA,NA,1374510.44160748,908393.814032383,NA,NA,744207.096346578
"Amide-Neg-000316","Acetyl-D-alanine","C5 H9 N O3",1808883.98528297,2710867.54780481,963327.237146001,2241142.17654449,2585763.29886056,1835199.06901741,3124446.26095304,1542408.45851774
"Amide-Neg-000317","Creatine","C4 H9 N3 O2",5176727.05340873,9316266.9427797,4736725.07716729,8748979.45149862,9554410.91473156,5041936.77944708,8583295.637564,5868054.76707391
"Amide-Neg-000318","N-Acetylalanine","C5 H9 N O3",1299496.30523217,1552158.99143097,696214.945143928,1925917.44365771,1524344.69799595,821352.138093578,1141420.12918202,1129046.63208076
"Amide-Neg-000319","L-Hydroxyproline","C5 H9 N O3",1275697.97999802,1726583.12862404,868063.122091973,1764011.15439927,2650159.72001456,886736.117235848,1767133.4370151,1165242.45627709
"Amide-Neg-000320","cis-4-Hydroxy-D-proline","C5 H9 N O3",NA,NA,NA,NA,NA,157775.646965727,NA,NA
"Amide-Neg-000321","L-isoleucine","C6 H13 N O2",12181009.6256749,16830708.8051214,11867830.6835511,21489648.3637853,19540614.1325718,8386150.84908101,11228189.5605442,11536049.1753864
"Amide-Neg-000322","L-isoleucine","C6 H13 N O2",6823655.50839927,9756607.62394765,7564100.72449804,14093184.2235126,12911531.1569546,5624064.90798717,6587040.00306508,6491480.4623408
"Amide-Neg-000323","6-Aminocaproic acid","C6 H13 N O2",NA,2143404.27361851,NA,539964.057394119,3682614.55069781,NA,2646348.66791779,NA
"Amide-Neg-000324","cis-4-Hydroxy-D-proline","C5 H9 N O3",225734.527333385,258010.314400705,230214.279305291,493037.528508387,483140.318658298,207776.466923145,185106.71865445,171384.684456784
"Amide-Neg-000331","D-Asparagine","C4 H8 N2 O3",3067048.37443012,3593109.19657979,1614571.82089956,3547513.88144098,3322519.97331013,2279232.19769594,4150710.08447861,1967417.89184385
"Amide-Neg-000332","DL-Xylose","C5 H10 O5",27418.6014738239,NA,NA,387910.103824186,NA,NA,333273.976586714,NA
"Amide-Neg-000333","2-Methylsuccinic acid","C5 H8 O4",301331.163216453,934358.257337349,120876.443745317,375826.806828561,438908.465431078,160410.49981616,718166.849402449,329656.605185666
"Amide-Neg-000334","2-Methylsuccinic acid","C5 H8 O4",755633.794776088,1065559.56202035,510227.140117896,1186193.67324946,929175.417540892,339807.195334706,631980.839141266,611468.099863665
"Amide-Neg-000336","L-Aspartic acid","C4 H7 N O4",14169853.1460642,19776448.5751954,8936498.44748656,19222964.907779,25194313.5557131,16569272.6131068,23645196.2401807,13102446.3552968
"Amide-Neg-000340","Xylose","C5 H10 O5",544797.511090063,NA,774070.362877967,NA,1448111.95931699,757909.998479116,NA,NA
"Amide-Neg-000344","L-Ornithine","C5 H12 N2 O2",NA,NA,NA,7893.28290940711,NA,3283.69551721595,NA,NA
"Amide-Neg-000371","Adenine","C5 H5 N5",NA,NA,21474.0491435822,NA,454129.921078756,12720.4636042415,NA,30440.0817476754
"Amide-Neg-000373","Adenine","C5 H5 N5",NA,NA,NA,NA,540168.706805188,NA,NA,NA
"Amide-Neg-000402","Allopurinol","C5 H4 N4 O",123804396.398471,52961878.6698656,71994963.570368,127825585.788559,105328555.321552,32944796.8473809,59232989.2838041,53864300.2342765
"Amide-Neg-000404","L-Threonic acid Calcium Salt","C4 H8 O5",4957433.01770354,3435531.20562948,10241034.8433442,11620180.2988745,8337896.3243864,4736261.89710338,8220086.9363802,10531502.0141556
"Amide-Neg-000405","L-Threonic acid Calcium Salt","C4 H8 O5",NA,47363.8587605843,NA,NA,NA,1761611.39214703,NA,NA
"Amide-Neg-000408","Allopurinol","C5 H4 N4 O",620865.561442968,170013.886896742,973994.193456281,1818386.74737207,754040.738221663,409756.22605607,775870.673047447,643463.303029223
"Amide-Neg-000432","2-Methylbenzoic acid","C8 H8 O2",47040.286274562,NA,NA,NA,NA,NA,4200.94078117469,5355.51076083697
"Amide-Neg-000439","Salicylic acid","C7 H6 O3",341415.398666177,217414.763703359,167653.706519769,262129.180858418,359854.465158146,140784.061483398,149815.149090959,4369436.37810725
"Amide-Neg-000441","urocanic acid","C6 H6 N2 O2",29490.324301525,36953.92007672,62340.9836267971,41605.7282241658,58046.7718381795,21807.779746075,51689.5634391727,141976.571168898
"Amide-Neg-000449","O-Phosphocolamine","C2 H8 N O4 P",12599333.2414699,34024903.5741808,18377718.0874733,30332566.0569016,24962108.6260979,21634216.3040308,36801040.9386986,14469779.0322212
"Amide-Neg-000450","O-Phosphorylethanolamine","C2 H8 N O4 P",NA,2185801.46786679,82304.9016503187,1493392.52085878,2683513.17022549,NA,2278520.09328458,NA
"Amide-Neg-000465","Hexyl acetate","C8 H16 O2",1038747.25248483,243284.086446881,425146.675020017,866283.283061391,959497.526497655,328461.380189323,1633141.1055825,2224347.3376271
"Amide-Neg-000479","4-(Acetylamino)butanoic acid","C6 H11 N O3",158004.24505245,511053.870222707,133219.334576496,266445.560574463,354119.743716074,168991.675298355,601195.31979896,154245.712663648
"Amide-Neg-000480","4-(Acetylamino)butanoic acid","C6 H11 N O3",36378.2351569161,136977.918468845,37375.2882544959,103899.434405032,127898.691526457,62938.1546265438,97555.0135525172,50740.0127831198
"Amide-Neg-000482","2-Oxoglutaric acid","C5 H6 O5",2598946.99379938,NA,181538.202212645,354976.09297569,NA,41008.2888293955,567451.119658525,295971.849425105
"Amide-Neg-000486","L-Glutamine","C5 H10 N2 O3",NA,620435.874190684,196885.381773275,466928.272474242,491832.057195164,188617.819925322,NA,147047.612481145
"Amide-Neg-000487","N-ACETYL-SERINE","C5 H9 N O4",8726116.48562479,9296838.91048409,6887640.95344816,16304410.8633588,13889874.9551462,1505287.63575586,10578862.1185296,6655024.95737709
"Amide-Neg-000489","L-Glutamic acid","C5 H9 N O4",480532.821856707,582111.097949529,244587.939248355,368119.734277197,774913.405303936,303524.83943936,414601.880264006,389075.073635197
"Amide-Neg-000492","2-Methylglutaric acid","C6 H10 O4",65664.7378201862,83174.7804173246,80164.202819293,114896.878694736,99832.6605928976,75413.7021584542,128123.82151641,45371.0745080368
"Amide-Neg-000500","D-(+)-Ribonic acid gamma-lactone","C5 H8 O5",5824765.9049368,3221745.3565599,NA,16290150.1967416,NA,2442350.77920706,5054884.00247551,NA
"Amide-Neg-000501","D-α-Hydroxyglutaric acid","C5 H8 O5",539067.833589037,1112337.91289328,354379.749429457,625766.563334577,858550.813172325,590809.278128583,943940.911510162,527647.595603723
"Amide-Neg-000511","D-α-Hydroxyglutaric acid","C5 H8 O5",200797.03412188,436911.420317904,117489.445511141,294392.487700802,NA,191364.169382516,312195.446444547,211739.850887249
"Amide-Neg-000514","L-methionine","C5 H11 N O2 S",447078.152615978,954387.462775941,625795.145632042,747620.103535103,1036319.04186434,251621.836155023,563948.115404376,467730.605531388
"Amide-Neg-000515","DL-Xylose","C5 H10 O5",607640.695410047,1624243.91601092,647402.434980148,1123219.56019902,952967.567453012,739132.73944051,1936488.09217939,1950508.42825282
"Amide-Neg-000517","L-(+)-Tartaric acid","C4 H6 O6",76730.8808145507,87327.885941904,69295.8336189846,130412.476574137,165866.283595935,114468.554102664,67953.7883443744,51400.3569511988
"Amide-Neg-000518","L-(+)-Tartaric acid","C4 H6 O6",45275.0363639344,79869.527240034,48091.7292288689,123589.033692342,117608.380718973,114429.775518566,92951.864723707,33168.8142565021
"Amide-Neg-000522","Guanine","C5 H5 N5 O",27866.4821035408,64341.2575608485,33437.8346078143,21802.8063387269,NA,38185.1444330644,30041.6499863027,26659.985790314
"Amide-Neg-000523","Xanthine","C5 H4 N4 O2",20085547.4664445,8653416.93620488,16010058.8889798,26655749.0859332,26432388.4591209,8649125.01256236,9251836.36737153,15834196.8825155
"Amide-Neg-000526","o-Vanillin","C8 H8 O3",125733.6425818,NA,12460.8881007556,154486.310419237,37999.9873050086,63893.3103677007,152437.708597727,175897.837344223
"Amide-Neg-000527","D-(+)-Arabitol","C5 H12 O5",2413941.3922138,1566888.09513128,880057.914251536,1584493.16451537,2965793.86242415,923687.580123381,1552350.74657009,918331.11644164
"Amide-Neg-000528","D-(+)-Arabitol","C5 H12 O5",NA,33786.4084039191,4864.474254716,NA,NA,10698.2777457265,13898.8887864781,19818.3525481046
"Amide-Neg-000531","L-Cysteinesulfinic acid","C3 H7 N O4 S",74560.6167195047,143469.176127551,27035.6426040401,62161.2845799513,155260.382221214,68451.1399320834,120204.227684804,106819.787681485
"Amide-Neg-000534","3-Phosphonopropanoic acid","C3 H7 O5 P",212188.400494851,114366.953682231,119505.605572346,192512.646293404,231818.918152303,55628.8834998052,162454.227616644,70886.5466833095
"Amide-Neg-000536","Diethyl phosphate","C4 H11 O4 P",280725.897108948,111507.817528146,143161.37968871,412652.307435121,502314.455862717,109555.604179329,224240.638286878,211562.018362254
"Amide-Neg-000541","L-Histidine","C6 H9 N3 O2",110080.013148202,202967.348702416,89064.5706739399,78791.7230868507,165294.931877988,146305.148686442,223478.619023662,52020.4644779681
"Amide-Neg-000545","L-Histidine","C6 H9 N3 O2",100067.599906323,78292.2657766009,136149.484641733,222438.146123968,199147.925460345,78576.7227035688,152721.117862244,113083.933457117
"Amide-Neg-000549","2,3-Dihydroxypropane-1-sulfonic acid","C3 H8 O5 S",792590.031296742,1060389.43936924,800116.542549672,1895436.49853495,1157148.17501063,653548.111222159,256795.56268413,NA
"Amide-Neg-000557","N-Acetyl-L-aspartic acid","C6 H9 N O5",NA,NA,NA,2457.55690037431,12714.1991638343,NA,NA,NA
"Amide-Neg-000574","N-Acetyl-L-valine","C7 H13 N O3",301547.83625451,229186.335463236,168643.126986877,507320.892837811,383708.346603235,194093.025227649,215961.090938409,255618.171609644
"Amide-Neg-000581","2-Oxoadipic acid","C6 H8 O5",332515.855963479,198645.026326946,128808.79599878,355016.871264876,254302.000567036,274191.291419675,3836814.65752283,229041.394437369
"Amide-Neg-000582","2-Aminoadipic acid","C6 H11 N O4",532604.203155681,1177165.22735491,210239.16270216,388496.979506442,898358.634415036,189072.962812221,522060.819448768,377772.860633977
"Amide-Neg-000583","Acetyl-L-threonine","C6 H11 N O4",943587.520679032,1262322.80713268,381861.873781287,1180810.18250919,1147124.06441689,462060.939217924,806554.886377039,763781.6689865
"Amide-Neg-000587","2-Oxoadipic acid","C6 H8 O5",NA,NA,NA,3390.94052644275,12196.8047183779,NA,50028.8909051781,NA
"Amide-Neg-000593","Allantoin","C4 H6 N4 O3",139477.174718136,95160.2401353196,59885.6859751072,42061.7364127625,NA,NA,48711.3346796204,51514.5784618632
"Amide-Neg-000598","Trichloroacetic acid","C2 H Cl3 O2",445786.485037071,92113.1675062073,249993.75741396,700108.134277858,263179.45925667,103201.683950985,634086.891905275,866398.051098683
"Amide-Neg-000604","3-Hydroxy-3-methylglutaric acid","C6 H10 O5",NA,NA,NA,NA,413677.882982931,NA,1752913.32886824,NA
"Amide-Neg-000605","D-(+)-Glucose","C6 H12 O6",1828718.26901727,1180485.35878744,788639.222255302,1761908.45889315,1899457.02737992,934374.611083731,NA,1900336.15727728
"Amide-Neg-000607","Meglutol","C6 H10 O5",2491018.3904649,4052894.9531177,2264140.07155137,6690637.51833601,13092421.1992465,3867759.59722659,5371351.6233702,2740188.97702104
"Amide-Neg-000631","L-phenylalanine","C9 H11 N O2",5750844.01731524,8605985.10973191,4587526.91006451,7357429.62142433,7966853.92654782,2868361.3547649,6211619.51454602,4537027.24094795
"Amide-Neg-000637","Benzene-1,3-dicarboxylic acid","C8 H6 O4",1090150.88583851,2219653.63442958,2145002.16477607,1040311.56731581,1987355.26904677,NA,2266630.31740908,1906891.90742845
"Amide-Neg-000638","PIPERONYLIC ACID","C8 H6 O4",1137419.33176099,1078796.12858405,1239470.07989856,2374092.39811211,1923146.42642851,1132500.09168568,1605921.93352763,1400522.29832828
"Amide-Neg-000640","PIPERONYLIC ACID","C8 H6 O4",751961.12319489,509878.404194893,716701.614690443,1466540.62768649,1221304.68885734,585458.296858628,757530.23242588,387635.550308828
"Amide-Neg-000642","Isophthalic acid","C8 H6 O4",NA,3408822.78984419,NA,NA,NA,NA,NA,NA
"Amide-Neg-000648","Phosphoenolpyruvic acid","C3 H5 O6 P",1372841.60870983,1802871.35383268,409925.943558191,278858.219502357,2414481.60102697,323440.795506361,674057.944852088,1801148.12792742
"Amide-Neg-000651","4-Methoxysalicylic acid","C8 H8 O4",50966.2216592452,108987.845387065,38756.6905946102,171224.265718721,38271.6946674077,48156.7737771171,70223.5090053441,39303.2386356971
"Amide-Neg-000658","Dihydroxyacetone phosphate","C3 H7 O6 P",109931.289969278,314508.569673692,107511.918939919,189810.494761275,118080.407961939,47448.5362174222,159760.987077276,63151.2542328614
"Amide-Neg-000663","N-Acetylglutamic acid","C7 H11 N O5",1664328.66486859,6774068.7830612,1480542.45368978,3567038.57385248,3924868.56065433,2878163.8520659,4721631.67246993,1641139.109814
"Amide-Neg-000668","Glycerol 3-phosphate","C3 H9 O6 P",340362.187641406,699875.088976133,269393.026131047,560900.38136971,543906.907781041,232255.808293826,433645.614937279,389248.569240551
"Amide-Neg-000672","Decanoic acid","C10 H20 O2",1405381.44065685,404631.131935765,618299.589250589,2036979.14443834,1121407.1740165,424561.561128654,1088919.20479171,1433222.20355809
"Amide-Neg-000676","Phenyl sulfate","C6 H6 O4 S",108626.469196111,31266.4326910577,127122.249266547,112338.147403611,42179.2818536044,9777.4303402466,67269.6603665148,50783.6698182858
"Amide-Neg-000678","Dehydroascorbic acid","C6 H6 O6",NA,NA,12032418.6867227,68852628.4128903,32493675.6223611,16080342.8629385,NA,NA
"Amide-Neg-000696","Dehydroascorbic acid","C6 H6 O6",2891103.77647389,1903317.68001862,1946860.44425928,4942100.08316616,4120066.65194033,1560482.43241659,2282442.01467624,NA
"Amide-Neg-000697","DL-Arginine","C6 H14 N4 O2",4067.09739574881,NA,NA,2458.27432461266,NA,NA,NA,5955.128932513
"Amide-Neg-000700","Trans-aconitic acid","C6 H6 O6",111846.662450258,171560.801701551,80292.073905794,289569.105711788,186528.871413701,140376.78442736,298747.978313865,148152.964610379
"Amide-Neg-000704","N-Acetyl-L-aspartic acid","C6 H9 N O5",49295459.5355847,129742489.303745,44724114.2008592,68992654.993147,80017937.0157046,70114611.0468682,154427295.293102,49188517.239283
"Amide-Neg-000723","Citrulline","C6 H13 N3 O3",376515.265326936,567516.255137062,186633.914725486,500948.795225941,391717.21769324,292125.390359146,494800.030316986,218752.465729483
