"","transcriptId","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","distanceToTSS","entrezgene_id","hgnc_symbol"
"52","ENST00000263026.10","chr16",22190498,22191334,837,"*","3' UTR",16,22206278,22288738,82461,1,"29904",-14944,29904,"EEF2K"
"53","ENST00000263401.10","chr11",36286158,36290796,4639,"*","Promoter (<=1kb)",11,36272292,36289424,17133,2,"29099",0,29099,"COMMD9"
"54","ENST00000263857.11","chr2",86105711,86106111,401,"*","Promoter (<=1kb)",2,86020216,86105886,85671,2,"25885",0,25885,"POLR1A"
"55","ENST00000264039.7","chr2",240354464,240354885,422,"*","Distal Intergenic",2,240435663,240468076,32414,1,"2817",-80778,2817,"GPC1"
"56","ENST00000264042.8","chr2",241355392,241356187,796,"*","Promoter (<=1kb)",2,241356285,241494841,138557,1,"9855",-98,9855,"FARP2"
"57","ENST00000264552.14","chr19",55407529,55407964,436,"*","Promoter (<=1kb)",19,55399745,55407788,8044,2,"27338",0,27338,"UBE2S"
"58","ENST00000265085.10","chr5",173888494,173888848,355,"*","Promoter (<=1kb)",5,173888349,173961980,73632,1,"80315",145,80315,"CPEB4"
"59","ENST00000265192.9","chr5",139341784,139342331,548,"*","Promoter (<=1kb)",5,139341854,139369717,27864,1,"51247",0,51247,"PAIP2"
"60","ENST00000265517.10","chr4",99588383,99588710,328,"*","Intron (ENST00000457717.6/4547, intron 4 of 18)",4,99574824,99623997,49174,1,"4547",13559,4547,"MTTP"
"61","ENST00000265857.8","chr7",876023,876731,709,"*","Promoter (<=1kb)",7,876554,896436,19883,1,"51608",0,51608,"GET4"
"62","ENST00000266304.9","chr22",41381316,41381980,665,"*","Promoter (<=1kb)",22,41381942,41399326,17385,1,"7008",0,7008,"TEF"
"63","ENST00000268679.9","chr16",89008374,89008706,333,"*","Distal Intergenic",16,88874858,88977207,102350,2,"863",-31167,863,"CBFA2T3"
"64","ENST00000268719.9","chr17",18039338,18039761,424,"*","Promoter (<=1kb)",17,18039408,18068405,28998,1,"79018",0,79018,"GID4"
"65","ENST00000269385.9","chr17",79796829,79797259,431,"*","Promoter (<=1kb)",17,79792132,79797077,4946,2,"57332",0,57332,"CBX8"
"66","ENST00000273075.9","chr2",219387910,219388395,486,"*","Promoter (<=1kb)",2,219372043,219387912,15870,2,"23549",0,23549,"DNPEP"
"67","ENST00000275820.4","chr7",156941060,156941361,302,"*","Distal Intergenic",7,156949712,156973176,23465,1,"64434",-8351,64434,"NOM1"
"68","ENST00000276390.7","chr8",20196859,20197127,269,"*","Promoter (<=1kb)",8,20197381,20221696,24316,1,"526",-254,526,"ATP6V1B2"
"69","ENST00000276826.5","chr8",144624405,144624778,374,"*","Intron (ENST00000377307.7/80728, intron 1 of 11)",8,144529179,144605816,76638,2,"80728",-18589,80728,"ARHGAP39"
"70","ENST00000276826.5","chr8",144612203,144612662,460,"*","Intron (ENST00000377307.7/80728, intron 1 of 11)",8,144529179,144605816,76638,2,"80728",-6387,80728,"ARHGAP39"
"71","ENST00000276826.5","chr8",144625164,144626493,1330,"*","Intron (ENST00000377307.7/80728, intron 1 of 11)",8,144529179,144605816,76638,2,"80728",-19348,80728,"ARHGAP39"
"72","ENST00000277554.4","chr9",136101383,136101654,272,"*","Distal Intergenic",9,136006537,136095289,88753,2,"138151",-6094,138151,"NACC2"
"73","ENST00000278893.11","chr11",62706103,62706379,277,"*","Promoter (<=1kb)",11,62690276,62706315,16040,2,"26580",0,26580,"BSCL2"
"74","ENST00000279067.3","chr20",64286768,64287366,599,"*","Intron (ENST00000299468.12/55251, intron 5 of 7)",20,64290385,64303559,13175,1,"107126285",-3019,NA,""
"75","ENST00000279101.10","chr20",62412914,62413287,374,"*","Intron (ENST00000252998.2/140893, intron 11 of 13)",20,62388634,62407285,18652,2,"81928",-5629,81928,"CABLES2"
"76","ENST00000279146.8","chr11",67482928,67483307,380,"*","Promoter (<=1kb)",11,67483026,67491103,8078,1,"9049",0,9049,"AIP"
"77","ENST00000281419.8","chr2",9247051,9247331,281,"*","Intron (ENST00000315273.4/8853, intron 1 of 26)",2,9206812,9405678,198867,1,"8853",40239,8853,"ASAP2"
"78","ENST00000282326.6","chr19",58033936,58034188,253,"*","Promoter (<=1kb)",19,58034025,58054631,20607,1,"284312",0,284312,"ZSCAN1"
"79","ENST00000283206.9","chr2",112054371,112055456,1086,"*","Promoter (<=1kb)",2,112055269,112119314,64046,1,"84910",0,84910,"TMEM87B"
"80","ENST00000283547.2","chr13",111340432,111340889,458,"*","Intron (ENST00000497241.5/121793, intron 5 of 6)",13,111320642,111344248,23607,1,"121793",19790,121793,"TEX29"
"81","ENST00000288774.8","chr1",2412336,2412691,356,"*","Promoter (<=1kb)",1,2403964,2412564,8601,2,"5192",0,5192,"PEX10"
"82","ENST00000289431.10","chr20",49921822,49922114,293,"*","Distal Intergenic",20,49903391,49915529,12139,2,"9825",-6293,9825,"SPATA2"
"83","ENST00000289989.10","chr8",22599105,22599543,439,"*","Promoter (<=1kb)",8,22599599,22604142,4544,1,"541565",-56,541565,"C8orf58"
"84","ENST00000290158.9","chr17",47649677,47649950,274,"*","Promoter (<=1kb)",17,47649919,47685505,35587,1,"3837",0,3837,"KPNB1"
"85","ENST00000290209.9","chr15",34310388,34310752,365,"*","Intron (ENST00000354181.8/9990, intron 2 of 25)",15,34229996,34318779,88784,2,"9990",8027,9990,"SLC12A6"
"86","ENST00000290231.11","chr20",46089792,46090143,352,"*","Promoter (<=1kb)",20,46060991,46089962,28972,2,"57727",0,57727,"NCOA5"
"87","ENST00000290244.9","chr21",33641857,33642345,489,"*","Promoter (<=1kb)",21,33589386,33641918,52533,2,"9946",0,9946,"CRYZL1"
"88","ENST00000291592.6","chr21",44465602,44465973,372,"*","Distal Intergenic",21,44455510,44462196,6687,1,"81543",10092,81543,"LRRC3"
"89","ENST00000292894.2","chr19",36054044,36054846,803,"*","Promoter (<=1kb)",19,36034984,36054285,19302,2,"199745",0,199745,"THAP8"
"90","ENST00000293349.10","chr17",42678227,42678495,269,"*","Promoter (1-2kb)",17,42667944,42676994,9051,2,"79990",-1233,79990,"PLEKHH3"
"91","ENST00000293981.10","chr16",2882615,2883242,628,"*","Promoter (<=1kb)",16,2883213,2899382,16170,1,"114984",0,114984,"FLYWCH2"
"92","ENST00000294256.12","chr11",65134780,65135051,272,"*","Promoter (<=1kb)",11,65127279,65134532,7254,2,"84447",-248,84447,"SYVN1"
"93","ENST00000298281.8","chr11",83156821,83157557,737,"*","Promoter (<=1kb)",11,83156988,83187451,30464,1,"51585",0,51585,"PCF11"
"94","ENST00000298746.5","chr10",114934762,114935694,933,"*","Promoter (2-3kb)",10,114938195,114977676,39482,1,"142940",-2501,142940,"TRUB1"
"95","ENST00000299138.12","chr16",46689013,46689638,626,"*","Promoter (<=1kb)",16,46656132,46689178,33047,2,"55737",0,55737,"VPS35"
"96","ENST00000299468.12","chr20",64235622,64235924,303,"*","Intron (ENST00000328439.6/4661, intron 19 of 22)",20,64255695,64304820,49126,1,"55251",-19771,55251,"PCMTD2"
"97","ENST00000299633.7","chr15",83229583,83229943,361,"*","Intron (ENST00000565495.1/ENST00000565495.1, intron 1 of 1)",15,83127753,83207823,80071,2,"50810",-21760,50810,"HDGFL3"
"98","ENST00000300231.6","chr15",43517685,43518313,629,"*","Promoter (<=1kb)",15,43517608,43531611,14004,1,"4130",77,4130,"MAP1A"
"99","ENST00000302538.10","chr17",1180150,1180422,273,"*","Promoter (<=1kb)",17,1003519,1179981,176463,2,"29",-169,29,"ABR"
"100","ENST00000303227.11","chrX",48737329,48737694,366,"*","Distal Intergenic",23,48761747,48773648,11902,1,"392465",-24053,392465,"GLOD5"
"101","ENST00000303592.3","chr22",38452533,38452847,315,"*","Promoter (2-3kb)",22,38426327,38455199,28873,2,"3761",2352,3761,"KCNJ4"
"102","ENST00000303592.3","chr22",38452702,38452958,257,"*","Promoter (2-3kb)",22,38426327,38455199,28873,2,"3761",2241,3761,"KCNJ4"
"103","ENST00000304116.10","chr19",36214605,36214943,339,"*","Promoter (<=1kb)",19,36182276,36214665,32390,2,"147929",0,147929,"ZNF565"
"104","ENST00000304391.6","chr1",11523486,11523919,434,"*","Intron (ENST00000294484.7/57540, intron 10 of 20)",1,11533676,11537225,3550,1,"57540",-9757,57540,"DISP3"
"105","ENST00000304391.6","chr1",11536559,11536829,271,"*","Promoter (2-3kb)",1,11533676,11537225,3550,1,"57540",2883,57540,"DISP3"
"106","ENST00000305428.8","chr15",79438052,79438458,407,"*","Intron (ENST00000305428.8/23251, intron 1 of 3)",15,79432336,79472304,39969,1,"23251",5716,23251,"MINAR1"
"107","ENST00000306549.6","chr5",141040926,141041254,329,"*","Distal Intergenic",5,141051374,141059346,7973,1,"29930",-10120,29930,"PCDHB1"
"108","ENST00000306549.6","chr5",141040864,141041182,319,"*","Exon (ENST00000689319.1/ENST00000689319.1, exon 1 of 1)",5,141051374,141059346,7973,1,"29930",-10192,29930,"PCDHB1"
"109","ENST00000306682.6","chr7",102512577,102513136,560,"*","Intron (ENST00000465829.6/100271927, intron 1 of 20)",7,102483562,102517755,34194,2,"100271927",4619,100271927,"RASA4B"
"110","ENST00000306682.6","chr7",102513842,102514352,511,"*","Intron (ENST00000465829.6/100271927, intron 1 of 20)",7,102483562,102517755,34194,2,"100271927",3403,100271927,"RASA4B"
"111","ENST00000307145.4","chr15",31326280,31326925,646,"*","Promoter (<=1kb)",15,31326835,31377899,51065,1,"51621",0,51621,"KLF13"
"112","ENST00000308022.7","chr11",67469007,67469266,260,"*","Promoter (<=1kb)",11,67461710,67469251,7542,2,"80194",0,80194,"TMEM134"
"113","ENST00000308219.13","chr11",1389183,1389928,746,"*","Promoter (<=1kb)",11,1389899,1462685,72787,1,"9024",0,9024,"BRSK2"
"114","ENST00000308304.2","chr5",177979230,177979509,280,"*","Intron (ENST00000511650.1/100128340, intron 1 of 1)",5,177992235,177996242,4008,2,"5626",16733,5626,"PROP1"
"115","ENST00000310227.3","chr20",20357205,20357745,541,"*","Intron (ENST00000245957.10/26074, intron 26 of 26)",20,20368104,20370949,2846,1,"3642",-10359,3642,"INSM1"
"116","ENST00000310227.3","chr20",20355439,20355780,342,"*","Intron (ENST00000245957.10/26074, intron 26 of 26)",20,20368104,20370949,2846,1,"3642",-12324,3642,"INSM1"
"117","ENST00000310397.13","chr2",240984560,240984993,434,"*","Intron (ENST00000443866.2/728763, intron 28 of 31)",2,240998618,241095568,96951,1,"25992",-13625,25992,"SNED1"
"118","ENST00000310397.13","chr2",240985083,240985774,692,"*","Intron (ENST00000443866.2/728763, intron 28 of 31)",2,240998618,241095568,96951,1,"25992",-12844,25992,"SNED1"
"119","ENST00000310441.12","chrX",153970513,153972777,2265,"*","Promoter (<=1kb)",23,153947557,153971818,24262,2,"3054",0,3054,"HCFC1"
"120","ENST00000310597.6","chr11",65117603,65117889,287,"*","Promoter (<=1kb)",11,65116403,65117701,1299,2,"741",0,741,"ZNHIT2"
"121","ENST00000310931.10","chr2",241315353,241315695,343,"*","Promoter (<=1kb)",2,241227291,241315672,88382,2,"3069",0,3069,"HDLBP"
"122","ENST00000310991.8","chr1",1920281,1920532,252,"*","Promoter (1-2kb)",1,1917591,1919279,1689,2,"339456",-1002,339456,"TMEM52"
"123","ENST00000311403.4","chr17",7484007,7484288,282,"*","Promoter (<=1kb)",17,7459366,7484263,24898,2,"57659",0,57659,"ZBTB4"
"124","ENST00000314940.7","chr5",137754419,137754714,296,"*","Promoter (<=1kb)",5,137745651,137754363,8713,2,"10949",-56,10949,"HNRNPA0"
"125","ENST00000316249.4","chr18",79808814,79809091,278,"*","Intron (ENST00000592499.2/ENST00000592499.2, intron 1 of 1)",18,79797938,79900100,102163,1,"26251",10876,26251,"KCNG2"
"126","ENST00000316249.4","chr18",79808335,79808837,503,"*","Intron (ENST00000592499.2/ENST00000592499.2, intron 1 of 1)",18,79797938,79900100,102163,1,"26251",10397,26251,"KCNG2"
"127","ENST00000316249.4","chr18",79771199,79771521,323,"*","Distal Intergenic",18,79797938,79900100,102163,1,"26251",-26417,26251,"KCNG2"
"128","ENST00000316333.9","chr7",1294699,1295490,792,"*","Distal Intergenic",7,1232872,1237326,4455,1,"340260",61827,340260,"UNCX"
"129","ENST00000316333.9","chr7",1319649,1320057,409,"*","Distal Intergenic",7,1232872,1237326,4455,1,"340260",86777,340260,"UNCX"
"130","ENST00000316333.9","chr7",1273635,1273996,362,"*","Distal Intergenic",7,1232872,1237326,4455,1,"340260",40763,340260,"UNCX"
"131","ENST00000316333.9","chr7",1319146,1319514,369,"*","Distal Intergenic",7,1232872,1237326,4455,1,"340260",86274,340260,"UNCX"
"132","ENST00000317122.2","chr1",15860458,15860744,287,"*","Intron (ENST00000673875.1/23013, intron 1 of 11)",1,15834474,15848147,13674,2,"729614",-12311,729614,"SPEN-AS1"
"133","ENST00000317216.3","chr8",22694507,22694854,348,"*","Promoter (1-2kb)",8,22687659,22693480,5822,2,"1960",-1027,1960,"EGR3"
"134","ENST00000317243.10","chr19",2817704,2818433,730,"*","Promoter (1-2kb)",19,2819868,2836735,16868,1,"115196",-1435,115196,"ZNF554"
"135","ENST00000317652.1","chr20",61784316,61784712,397,"*","Intron (ENST00000614565.5/1002, intron 4 of 15)",20,61717506,61719748,2243,2,"100128310",-64568,100128310,""
"136","ENST00000317652.1","chr20",61689228,61689628,401,"*","Intron (ENST00000614565.5/1002, intron 2 of 15)",20,61717506,61719748,2243,2,"100128310",30120,100128310,""
"137","ENST00000317652.1","chr20",61675471,61675986,516,"*","Intron (ENST00000614565.5/1002, intron 2 of 15)",20,61717506,61719748,2243,2,"100128310",43762,100128310,""
"138","ENST00000317943.6","chr12",50111725,50112163,439,"*","Promoter (<=1kb)",12,50112082,50120451,8370,1,"84987",0,84987,"COX14"
"139","ENST00000318227.4","chr17",8120527,8120949,423,"*","Promoter (1-2kb)",17,8096375,8119047,22673,2,"59344",-1480,59344,"ALOXE3"
"140","ENST00000318560.6","chr9",130777766,130778210,445,"*","Intron (ENST00000372348.9/25, intron 1 of 10)",9,130835254,130887675,52422,1,"25",-57044,25,"ABL1"
"141","ENST00000319070.3","chr16",631532,631822,291,"*","Promoter (<=1kb)",16,630985,634117,3133,1,"117166",547,117166,"WFIKKN1"
"142","ENST00000319098.7","chr4",7441774,7442286,513,"*","Intron (ENST00000507866.6/57537, intron 2 of 26)",4,7430285,7434930,4646,2,"768239",-6844,768239,"PSAPL1"
"143","ENST00000320033.5","chr17",43417387,43417696,310,"*","Distal Intergenic",17,43398993,43401137,2145,1,"379",18394,379,"ARL4D"
"144","ENST00000320280.8","chr5",78391338,78391897,560,"*","Intron (ENST00000614488.4/9522, intron 2 of 7)",5,78416603,78478815,62213,1,"9522",-24706,9522,"SCAMP1"
"145","ENST00000322002.5","chr2",5706172,5706633,462,"*","Intron (ENST00000455579.2/ENST00000455579.2, intron 3 of 3)",2,5692384,5701385,9002,1,"6664",13788,6664,"SOX11"
"146","ENST00000322002.5","chr2",5705390,5705891,502,"*","Intron (ENST00000455579.2/ENST00000455579.2, intron 3 of 3)",2,5692384,5701385,9002,1,"6664",13006,6664,"SOX11"
"147","ENST00000322002.5","chr2",5706024,5706573,550,"*","Intron (ENST00000455579.2/ENST00000455579.2, intron 3 of 3)",2,5692384,5701385,9002,1,"6664",13640,6664,"SOX11"
"148","ENST00000322810.8","chr8",143951842,143952630,789,"*","Promoter (<=1kb)",8,143915153,143950876,35724,2,"5339",-966,5339,"PLEC"
"149","ENST00000322810.8","chr8",143952202,143952512,311,"*","Promoter (1-2kb)",8,143915153,143950876,35724,2,"5339",-1326,5339,"PLEC"
"150","ENST00000322843.3","chr12",543366,544299,934,"*","Promoter (<=1kb)",12,543133,555430,12298,1,"283358",233,283358,"B4GALNT3"
"151","ENST00000323039.10","chr19",39833681,39834188,508,"*","Promoter (<=1kb)",19,39825350,39834162,8813,2,"9149",0,9149,"DYRK1B"
"152","ENST00000323060.4","chr19",45584424,45584734,311,"*","Promoter (<=1kb)",19,45527767,45584802,57036,2,"80207",68,80207,"OPA3"
"153","ENST00000323434.12","chr17",355968,356360,393,"*","Promoter (2-3kb)",17,212502,353097,140596,2,"9501",-2871,9501,"RPH3AL"
"154","ENST00000323456.9","chr17",58518446,58518748,303,"*","Promoter (<=1kb)",17,58489537,58517905,28369,2,"9110",-541,9110,"MTMR4"
"155","ENST00000323456.9","chr17",58518054,58518430,377,"*","Promoter (<=1kb)",17,58489537,58517905,28369,2,"9110",-149,9110,"MTMR4"
"156","ENST00000324015.7","chr17",1740542,1740956,415,"*","Promoter (1-2kb)",17,1742836,1755265,12430,1,"5345",-1880,5345,"SERPINF2"
"157","ENST00000324545.9","chrX",41084227,41086534,2308,"*","Promoter (<=1kb)",23,41085445,41236579,151135,1,"8239",0,8239,"USP9X"
"158","ENST00000324817.6","chrX",40735441,40736171,731,"*","Promoter (<=1kb)",23,40648305,40735542,87238,2,"9282",0,9282,"MED14"
"159","ENST00000325144.5","chr6",151390427,151390732,306,"*","Promoter (<=1kb)",6,151364115,151391559,27445,2,"57621",827,57621,"ZBTB2"
"160","ENST00000325351.5","chr19",55624302,55624947,646,"*","Promoter (<=1kb)",19,55620741,55624566,3826,2,"147808",0,147808,"ZNF784"
"161","ENST00000326153.10","chrX",318304,319185,882,"*","Promoter (<=1kb)",23,304759,318796,14038,2,"8225",0,8225,"GTPBP6"
"162","ENST00000326775.10","chr7",99504575,99505014,440,"*","Promoter (<=1kb)",7,99504662,99534700,30039,1,"23660",0,23660,"ZKSCAN5"
"163","ENST00000327064.9","chr19",10870909,10871274,366,"*","Promoter (<=1kb)",19,10871553,10923075,51523,1,"10498",-279,10498,"CARM1"
"164","ENST00000327827.12","chr16",9091269,9091542,274,"*","Promoter (<=1kb)",16,9091644,9121635,29992,1,"29035",-102,29035,"HAPSTR1"
"165","ENST00000329209.9","chrX",53422339,53423627,1289,"*","Promoter (<=1kb)",23,53422690,53428627,5938,1,"158787",0,158787,"RIBC1"
"166","ENST00000329235.6","chrX",15855016,15855440,425,"*","Promoter (<=1kb)",23,15825806,15854931,29126,2,"8905",-85,8905,"AP1S2"
"167","ENST00000329321.4","chr2",132393971,132394368,398,"*","Distal Intergenic",2,132416805,132646582,229778,1,"2863",-22437,2863,"GPR39"
"168","ENST00000329397.6","chr8",141411836,141412131,296,"*","Promoter (1-2kb)",8,141413418,141432415,18998,1,"11156",-1287,11156,"PTP4A3"
"169","ENST00000329421.8","chr1",32336278,32336527,250,"*","Promoter (<=1kb)",1,32333839,32336233,2395,2,"65108",-45,65108,"MARCKSL1"
"170","ENST00000330205.10","chr21",46184179,46184781,603,"*","Promoter (<=1kb)",21,46161148,46184476,23329,2,"84221",0,84221,"SPATC1L"
"171","ENST00000330388.2","chr1",1248690,1249533,844,"*","Promoter (1-2kb)",1,1242453,1246722,4270,2,"388581",-1968,388581,"C1QTNF12"
"172","ENST00000330398.9","chr16",2513674,2513928,255,"*","Promoter (<=1kb)",16,2513952,2520218,6267,1,"527",-24,527,"ATP6V0C"
"173","ENST00000331018.8","chr22",43078821,43079070,250,"*","Intron (ENST00000266254.12/25809, intron 2 of 10)",22,43039776,43075586,35811,2,"25809",-3235,25809,"TTLL1"
"174","ENST00000331380.4","chr1",149886641,149886945,305,"*","Promoter (<=1kb)",1,149886918,149887411,494,1,"8338",0,8338,"H2AC20"
"175","ENST00000331825.11","chr19",48964962,48965284,323,"*","Promoter (<=1kb)",19,48965309,48966879,1571,1,"2512",-25,2512,"FTL"
"176","ENST00000331952.6","chr14",104577507,104578031,525,"*","Promoter (1-2kb)",14,104579764,104589543,9780,1,"400258",-1733,400258,"C14orf180"
"177","ENST00000332235.8","chr19",410854,412518,1665,"*","Promoter (1-2kb)",19,405445,409147,3703,2,"126567",-1707,126567,"C2CD4C"
"178","ENST00000332235.8","chr19",400049,400508,460,"*","Distal Intergenic",19,405445,409147,3703,2,"126567",8639,126567,"C2CD4C"
